会場,日付,レース,着順,艇番,登番,選手名,status,モーター番号,ボート番号,展示タイム,進入コース,スタートタイミング,レースタイム,決まり手,距離,天候,風向,風速,波高,3連単_組合,3連単_配当,3連複_組合,3連複_配当,2連単_組合,2連単_配当,2連複_組合,2連複_配当
若松,2026/5/18,12,5,2,5129,山口真喜子,finish,5,54,6.81,2,0.16,. .,まくり,1800,晴,東,3,3,4-6-1,4750,1-4-6,840,4-6,1500,4-6,1330
若松,2026/5/18,12,6,3,4680,後藤美翼,finish,53,57,6.85,3,0.19,. .,まくり,1800,晴,東,3,3,4-6-1,4750,1-4-6,840,4-6,1500,4-6,1330
下関,2026/5/18,1,1,1,5266,石田勇斗,finish,25,29,6.76,1,0.10,1.49.8,逃げ,1800,晴,南西,3,3,1-3-5,560,1-3-5,300,1-3,230,1-3,200
下関,2026/5/18,1,2,3,5114,小林孝彰,finish,57,24,6.78,3,0.19,1.51.7,逃げ,1800,晴,南西,3,3,1-3-5,560,1-3-5,300,1-3,230,1-3,200
下関,2026/5/18,1,3,5,5130,上野拓馬,finish,37,58,6.71,5,0.16,1.52.8,逃げ,1800,晴,南西,3,3,1-3-5,560,1-3-5,300,1-3,230,1-3,200
下関,2026/5/18,1,4,4,5282,中本大樹,finish,60,60,6.77,4,0.16,1.53.2,逃げ,1800,晴,南西,3,3,1-3-5,560,1-3-5,300,1-3,230,1-3,200
下関,2026/5/18,1,5,2,5176,石倉拓美,finish,51,19,6.75,2,0.16,. .,逃げ,1800,晴,南西,3,3,1-3-5,560,1-3-5,300,1-3,230,1-3,200
下関,2026/5/18,1,6,6,5404,内田壮,finish,38,13,6.74,6,0.14,. .,逃げ,1800,晴,南西,3,3,1-3-5,560,1-3-5,300,1-3,230,1-3,200
下関,2026/5/18,2,1,1,5336,瀬川大地,finish,29,64,6.72,1,0.11,1.49.1,逃げ,1800,晴,西,3,3,1-2-4,1750,1-2-4,570,1-2,580,1-2,530
下関,2026/5/18,2,2,2,5332,村松遥輝,finish,44,48,6.78,2,0.10,1.51.0,逃げ,1800,晴,西,3,3,1-2-4,1750,1-2-4,570,1-2,580,1-2,530
下関,2026/5/18,2,3,4,5214,田中宏典,finish,33,44,6.81,4,0.15,1.52.8,逃げ,1800,晴,西,3,3,1-2-4,1750,1-2-4,570,1-2,580,1-2,530
下関,2026/5/18,2,4,6,5012,加倉侑征,finish,28,59,6.84,6,0.12,1.54.4,逃げ,1800,晴,西,3,3,1-2-4,1750,1-2-4,570,1-2,580,1-2,530
下関,2026/5/18,2,5,5,5313,鈴木唯央,finish,65,16,6.77,5,0.11,. .,逃げ,1800,晴,西,3,3,1-2-4,1750,1-2-4,570,1-2,580,1-2,530
下関,2026/5/18,2,6,3,5382,山下心一,finish,72,54,6.74,3,0.19,. .,逃げ,1800,晴,西,3,3,1-2-4,1750,1-2-4,570,1-2,580,1-2,530
下関,2026/5/18,3,1,4,5377,鳥居塚嶺王,finish,73,49,6.78,4,0.12,1.49.0,まくり,1800,晴,南西,2,2,4-5-1,4790,1-4-5,380,4-5,2720,4-5,960
下関,2026/5/18,3,2,5,5275,松田淳平,finish,27,36,6.80,5,0.09,1.50.1,まくり,1800,晴,南西,2,2,4-5-1,4790,1-4-5,380,4-5,2720,4-5,960
下関,2026/5/18,3,3,1,5190,大月遊雅,finish,48,34,6.73,1,0.18,1.53.5,まくり,1800,晴,南西,2,2,4-5-1,4790,1-4-5,380,4-5,2720,4-5,960
下関,2026/5/18,3,4,3,5263,花田凱成,finish,16,30,6.79,3,0.19,1.54.2,まくり,1800,晴,南西,2,2,4-5-1,4790,1-4-5,380,4-5,2720,4-5,960
下関,2026/5/18,3,5,6,5244,黒田剛,finish,15,70,6.83,6,0.14,. .,まくり,1800,晴,南西,2,2,4-5-1,4790,1-4-5,380,4-5,2720,4-5,960
下関,2026/5/18,3,6,2,5328,井上慧人,finish,26,42,6.83,2,0.21,. .,まくり,1800,晴,南西,2,2,4-5-1,4790,1-4-5,380,4-5,2720,4-5,960
下関,2026/5/18,4,1,1,5133,堀越雄貴,finish,69,26,6.74,1,0.12,1.50.3,逃げ,1800,晴,西,3,3,1-2-3,1510,1-2-3,940,1-2,430,1-2,400
下関,2026/5/18,4,2,2,5270,小玉啓太,finish,68,35,6.80,2,0.08,1.51.0,逃げ,1800,晴,西,3,3,1-2-3,1510,1-2-3,940,1-2,430,1-2,400
下関,2026/5/18,4,3,3,5273,山下拓巳,finish,64,62,6.76,3,0.11,1.51.6,逃げ,1800,晴,西,3,3,1-2-3,1510,1-2-3,940,1-2,430,1-2,400
下関,2026/5/18,4,4,5,5330,安河内鈴之介,finish,54,27,6.76,5,0.15,1.51.8,逃げ,1800,晴,西,3,3,1-2-3,1510,1-2-3,940,1-2,430,1-2,400
下関,2026/5/18,4,5,4,5131,江藤敦宏,finish,14,73,6.77,4,0.21,. .,逃げ,1800,晴,西,3,3,1-2-3,1510,1-2-3,940,1-2,430,1-2,400
下関,2026/5/18,4,6,6,5375,庄島潤成,finish,32,32,6.72,6,0.21,. .,逃げ,1800,晴,西,3,3,1-2-3,1510,1-2-3,940,1-2,430,1-2,400
下関,2026/5/18,5,1,1,5132,中野希一,finish,12,20,6.76,1,0.13,1.49.7,逃げ,1800,晴,西,1,1,1-3-6,1570,1-3-6,1070,1-3,290,1-3,280
下関,2026/5/18,5,2,3,5271,杉山太陽,finish,70,72,6.75,3,0.18,1.51.5,逃げ,1800,晴,西,1,1,1-3-6,1570,1-3-6,1070,1-3,290,1-3,280
下関,2026/5/18,5,3,6,5201,村上宗太郎,finish,40,65,6.71,6,0.19,1.53.0,逃げ,1800,晴,西,1,1,1-3-6,1570,1-3-6,1070,1-3,290,1-3,280
下関,2026/5/18,5,4,2,5178,成貞琳平,finish,23,63,6.75,2,0.18,1.53.3,逃げ,1800,晴,西,1,1,1-3-6,1570,1-3-6,1070,1-3,290,1-3,280
下関,2026/5/18,5,5,4,5351,齊藤廉,finish,49,47,6.76,4,0.15,. .,逃げ,1800,晴,西,1,1,1-3-6,1570,1-3-6,1070,1-3,290,1-3,280
下関,2026/5/18,5,,5,5187,小坂風太,S1,,,,,,,,,,,,,,,,,,,,
下関,2026/5/18,6,1,1,5016,宮田龍馬,finish,34,25,6.70,1,0.13,1.48.1,逃げ,1800,晴,西,2,2,1-2-3,440,1-2-3,300,1-2,200,1-2,240
下関,2026/5/18,6,2,2,5325,澁川夏,finish,41,68,6.71,2,0.12,1.49.9,逃げ,1800,晴,西,2,2,1-2-3,440,1-2-3,300,1-2,200,1-2,240
下関,2026/5/18,6,3,3,5130,上野拓馬,finish,37,58,6.73,3,0.14,1.51.9,逃げ,1800,晴,西,2,2,1-2-3,440,1-2-3,300,1-2,200,1-2,240
下関,2026/5/18,6,4,5,5222,津田陸翔,finish,43,14,6.76,5,0.22,1.52.7,逃げ,1800,晴,西,2,2,1-2-3,440,1-2-3,300,1-2,200,1-2,240
下関,2026/5/18,6,5,6,5382,山下心一,finish,72,54,6.76,6,0.25,. .,逃げ,1800,晴,西,2,2,1-2-3,440,1-2-3,300,1-2,200,1-2,240
下関,2026/5/18,6,6,4,5404,内田壮,finish,38,13,6.73,4,0.22,. .,逃げ,1800,晴,西,2,2,1-2-3,440,1-2-3,300,1-2,200,1-2,240
下関,2026/5/18,7,1,2,5212,西川拓利,finish,20,38,6.74,2,0.04,1.48.5,差し,1800,晴,西,1,1,2-1-4,4180,1-2-4,150,2-1,1960,1-2,160
下関,2026/5/18,7,2,1,5034,若林義人,finish,59,22,6.68,1,0.04,1.50.2,差し,1800,晴,西,1,1,2-1-4,4180,1-2-4,150,2-1,1960,1-2,160
下関,2026/5/18,7,3,4,5216,長谷川晴哉,finish,50,69,6.79,4,0.12,1.52.4,差し,1800,晴,西,1,1,2-1-4,4180,1-2-4,150,2-1,1960,1-2,160
下関,2026/5/18,7,4,6,5244,黒田剛,finish,15,70,6.77,5,0.17,1.54.2,差し,1800,晴,西,1,1,2-1-4,4180,1-2-4,150,2-1,1960,1-2,160
下関,2026/5/18,7,5,3,5176,石倉拓美,finish,51,19,6.78,3,0.08,. .,差し,1800,晴,西,1,1,2-1-4,4180,1-2-4,150,2-1,1960,1-2,160
下関,2026/5/18,7,,5,5328,井上慧人,K0,,,,,,,,,,,,,,,,,,,,
下関,2026/5/18,8,1,1,5127,沼田大都,finish,58,66,6.76,1,0.11,1.50.0,逃げ,1800,晴,東,2,2,1-2-3,990,1-2-3,370,1-2,570,1-2,440
下関,2026/5/18,8,2,2,5313,鈴木唯央,finish,65,16,6.80,2,0.09,1.51.7,逃げ,1800,晴,東,2,2,1-2-3,990,1-2-3,370,1-2,570,1-2,440
下関,2026/5/18,8,3,3,5214,田中宏典,finish,33,44,6.76,3,0.06,1.52.4,逃げ,1800,晴,東,2,2,1-2-3,990,1-2-3,370,1-2,570,1-2,440
下関,2026/5/18,8,4,4,5375,庄島潤成,finish,32,32,6.72,4,0.11,1.52.9,逃げ,1800,晴,東,2,2,1-2-3,990,1-2-3,370,1-2,570,1-2,440
下関,2026/5/18,8,5,6,5125,高井雄基,finish,35,37,6.81,6,0.28,. .,逃げ,1800,晴,東,2,2,1-2-3,990,1-2-3,370,1-2,570,1-2,440
下関,2026/5/18,8,6,5,5270,小玉啓太,finish,68,35,6.78,5,0.21,. .,逃げ,1800,晴,東,2,2,1-2-3,990,1-2-3,370,1-2,570,1-2,440
下関,2026/5/18,9,1,3,5012,加倉侑征,finish,28,59,6.84,3,0.11,1.49.2,抜き,1800,晴,東,1,1,3-1-4,1660,1-3-4,270,3-1,560,1-3,220
下関,2026/5/18,9,2,1,5201,村上宗太郎,finish,40,65,6.77,1,0.16,1.50.2,抜き,1800,晴,東,1,1,3-1-4,1660,1-3-4,270,3-1,560,1-3,220
下関,2026/5/18,9,3,4,5343,小林礼央,finish,56,61,6.78,4,0.08,1.51.6,抜き,1800,晴,東,1,1,3-1-4,1660,1-3-4,270,3-1,560,1-3,220
下関,2026/5/18,9,4,6,5131,江藤敦宏,finish,14,73,6.73,6,0.12,1.52.4,抜き,1800,晴,東,1,1,3-1-4,1660,1-3-4,270,3-1,560,1-3,220
下関,2026/5/18,9,5,5,5332,村松遥輝,finish,44,48,6.79,5,0.08,. .,抜き,1800,晴,東,1,1,3-1-4,1660,1-3-4,270,3-1,560,1-3,220
下関,2026/5/18,9,6,2,5187,小坂風太,finish,66,71,6.79,2,0.27,. .,抜き,1800,晴,東,1,1,3-1-4,1660,1-3-4,270,3-1,560,1-3,220
下関,2026/5/18,10,1,1,5222,津田陸翔,finish,43,14,6.79,1,0.11,1.49.2,逃げ,1800,晴,東,2,2,1-4-2,1220,1-2-4,280,1-4,660,1-4,560
下関,2026/5/18,10,2,4,5114,小林孝彰,finish,57,24,6.82,4,0.11,1.51.1,逃げ,1800,晴,東,2,2,1-4-2,1220,1-2-4,280,1-4,660,1-4,560
下関,2026/5/18,10,3,2,5016,宮田龍馬,finish,34,25,6.78,2,0.11,1.52.1,逃げ,1800,晴,東,2,2,1-4-2,1220,1-2-4,280,1-4,660,1-4,560
下関,2026/5/18,10,4,5,5266,石田勇斗,finish,25,29,6.87,5,0.07,1.53.7,逃げ,1800,晴,東,2,2,1-4-2,1220,1-2-4,280,1-4,660,1-4,560
下関,2026/5/18,10,5,3,5133,堀越雄貴,finish,69,26,6.79,3,0.16,. .,逃げ,1800,晴,東,2,2,1-4-2,1220,1-2-4,280,1-4,660,1-4,560
下関,2026/5/18,10,6,6,5190,大月遊雅,finish,48,34,6.85,6,0.08,. .,逃げ,1800,晴,東,2,2,1-4-2,1220,1-2-4,280,1-4,660,1-4,560
下関,2026/5/18,11,1,1,5275,松田淳平,finish,27,36,6.75,1,0.08,1.48.1,逃げ,1800,晴,東,1,1,1-4-2,1060,1-2-4,420,1-4,330,1-4,390
下関,2026/5/18,11,2,4,5132,中野希一,finish,12,20,6.81,4,0.12,1.49.5,逃げ,1800,晴,東,1,1,1-4-2,1060,1-2-4,420,1-4,330,1-4,390
下関,2026/5/18,11,3,2,5330,安河内鈴之介,finish,54,27,6.74,2,0.11,1.51.1,逃げ,1800,晴,東,1,1,1-4-2,1060,1-2-4,420,1-4,330,1-4,390
下関,2026/5/18,11,4,3,5216,長谷川晴哉,finish,50,69,6.77,3,0.09,1.51.5,逃げ,1800,晴,東,1,1,1-4-2,1060,1-2-4,420,1-4,330,1-4,390
下関,2026/5/18,11,5,5,5034,若林義人,finish,59,22,6.74,5,0.15,. .,逃げ,1800,晴,東,1,1,1-4-2,1060,1-2-4,420,1-4,330,1-4,390
下関,2026/5/18,11,6,6,5325,澁川夏,finish,41,68,6.75,6,0.19,. .,逃げ,1800,晴,東,1,1,1-4-2,1060,1-2-4,420,1-4,330,1-4,390
下関,2026/5/18,12,1,1,5145,島川海輝,finish,67,57,6.76,1,0.09,1.48.9,逃げ,1800,晴,東,3,3,1-4-5,3570,1-4-5,1410,1-4,560,1-4,400
下関,2026/5/18,12,2,4,5221,竹間隆晟,finish,45,17,6.68,4,0.20,1.49.8,逃げ,1800,晴,東,3,3,1-4-5,3570,1-4-5,1410,1-4,560,1-4,400
下関,2026/5/18,12,3,5,5185,加藤優弥,finish,17,67,6.81,5,0.14,1.52.3,逃げ,1800,晴,東,3,3,1-4-5,3570,1-4-5,1410,1-4,560,1-4,400
下関,2026/5/18,12,4,6,5137,川原涼,finish,30,28,6.65,6,0.12,1.53.4,逃げ,1800,晴,東,3,3,1-4-5,3570,1-4-5,1410,1-4,560,1-4,400
下関,2026/5/18,12,5,3,5018,竹下大樹,finish,11,21,6.82,3,0.11,. .,逃げ,1800,晴,東,3,3,1-4-5,3570,1-4-5,1410,1-4,560,1-4,400
下関,2026/5/18,12,,2,5220,青木蓮,S0,,,,,,,,,,,,,,,,,,,,
徳山,2026/5/18,1,1,1,4014,片岡恵里,finish,55,36,6.89,1,0.13,1.51.2,逃げ,1800,晴,南西,1,1,1-3-2,1110,1-2-3,440,1-3,260,1-3,370
徳山,2026/5/18,1,2,3,4071,古賀千晶,finish,60,52,6.93,3,0.13,1.53.5,逃げ,1800,晴,南西,1,1,1-3-2,1110,1-2-3,440,1-3,260,1-3,370
徳山,2026/5/18,1,3,2,3357,福島陽子,finish,67,32,6.94,2,0.16,1.54.6,逃げ,1800,晴,南西,1,1,1-3-2,1110,1-2-3,440,1-3,260,1-3,370
徳山,2026/5/18,1,4,4,4349,犬童千秋,finish,63,63,6.95,4,0.20,1.56.1,逃げ,1800,晴,南西,1,1,1-3-2,1110,1-2-3,440,1-3,260,1-3,370
徳山,2026/5/18,1,5,6,5391,出穂和鼓,finish,28,33,6.91,6,0.17,. .,逃げ,1800,晴,南西,1,1,1-3-2,1110,1-2-3,440,1-3,260,1-3,370
徳山,2026/5/18,1,6,5,4484,稲生夏季,finish,65,26,7.02,5,0.21,. .,逃げ,1800,晴,南西,1,1,1-3-2,1110,1-2-3,440,1-3,260,1-3,370
徳山,2026/5/18,2,1,1,4546,浜田亜理沙,finish,41,28,6.90,1,0.19,1.51.2,逃げ,1800,晴,南西,1,1,1-3-2,1230,1-2-3,710,1-3,250,1-3,190
徳山,2026/5/18,2,2,3,5231,寺田空詩,finish,64,30,6.87,3,0.21,1.52.4,逃げ,1800,晴,南西,1,1,1-3-2,1230,1-2-3,710,1-3,250,1-3,190
徳山,2026/5/18,2,3,2,4400,加藤奈月,finish,40,39,6.97,2,0.22,1.54.7,逃げ,1800,晴,南西,1,1,1-3-2,1230,1-2-3,710,1-3,250,1-3,190
徳山,2026/5/18,2,4,5,3618,海野ゆかり,finish,44,67,6.94,5,0.34,1.56.8,逃げ,1800,晴,南西,1,1,1-3-2,1230,1-2-3,710,1-3,250,1-3,190
徳山,2026/5/18,2,5,4,4781,西舘果里,finish,53,34,6.91,4,0.41,. .,逃げ,1800,晴,南西,1,1,1-3-2,1230,1-2-3,710,1-3,250,1-3,190
徳山,2026/5/18,2,6,6,5123,福山恵里奈,finish,50,70,6.94,6,0.39,. .,逃げ,1800,晴,南西,1,1,1-3-2,1230,1-2-3,710,1-3,250,1-3,190
徳山,2026/5/18,3,1,1,4208,三浦永理,finish,59,17,6.87,1,0.15,1.50.8,逃げ,1800,晴,南西,2,2,1-2-4,440,1-2-4,230,1-2,280,1-2,230
徳山,2026/5/18,3,2,2,5156,坂野さくら,finish,61,41,6.95,2,0.20,1.53.1,逃げ,1800,晴,南西,2,2,1-2-4,440,1-2-4,230,1-2,280,1-2,230
徳山,2026/5/18,3,3,4,3993,永井聖美,finish,31,24,6.96,4,0.23,1.54.7,逃げ,1800,晴,南西,2,2,1-2-4,440,1-2-4,230,1-2,280,1-2,230
徳山,2026/5/18,3,4,5,4224,大橋栄里佳,finish,68,38,6.96,5,0.17,1.55.6,逃げ,1800,晴,南西,2,2,1-2-4,440,1-2-4,230,1-2,280,1-2,230
徳山,2026/5/18,3,5,3,3509,池千夏,finish,45,45,7.00,3,0.19,. .,逃げ,1800,晴,南西,2,2,1-2-4,440,1-2-4,230,1-2,280,1-2,230
徳山,2026/5/18,3,6,6,5397,寺田夢生,finish,34,69,6.92,6,0.26,. .,逃げ,1800,晴,南西,2,2,1-2-4,440,1-2-4,230,1-2,280,1-2,230
徳山,2026/5/18,4,1,1,4556,竹井奈美,finish,46,27,6.99,1,0.25,1.51.0,逃げ,1800,晴,南,3,3,1-2-4,360,1-2-4,210,1-2,170,1-2,150
徳山,2026/5/18,4,2,2,4183,宇野弥生,finish,69,43,6.92,2,0.25,1.52.6,逃げ,1800,晴,南,3,3,1-2-4,360,1-2-4,210,1-2,170,1-2,150
徳山,2026/5/18,4,3,4,5146,野田彩加,finish,66,68,6.98,4,0.20,1.54.3,逃げ,1800,晴,南,3,3,1-2-4,360,1-2-4,210,1-2,170,1-2,150
徳山,2026/5/18,4,4,6,4940,白石有美,finish,52,29,7.01,6,0.29,1.57.1,逃げ,1800,晴,南,3,3,1-2-4,360,1-2-4,210,1-2,170,1-2,150
徳山,2026/5/18,4,5,3,5357,田中瀬里奈,finish,39,11,6.97,3,0.21,. .,逃げ,1800,晴,南,3,3,1-2-4,360,1-2-4,210,1-2,170,1-2,150
徳山,2026/5/18,4,6,5,4065,金田幸子,finish,33,31,6.93,5,0.24,. .,逃げ,1800,晴,南,3,3,1-2-4,360,1-2-4,210,1-2,170,1-2,150
徳山,2026/5/18,5,1,1,4045,佐々木裕美,finish,48,13,6.90,1,0.11,1.51.6,逃げ,1800,晴,南,2,2,1-3-4,4130,1-3-4,1680,1-3,1470,1-3,990
徳山,2026/5/18,5,2,3,4244,鈴木成美,finish,42,12,6.97,3,0.09,1.53.3,逃げ,1800,晴,南,2,2,1-3-4,4130,1-3-4,1680,1-3,1470,1-3,990
徳山,2026/5/18,5,3,4,3232,山川美由紀,finish,62,47,6.95,4,0.08,1.54.8,逃げ,1800,晴,南,2,2,1-3-4,4130,1-3-4,1680,1-3,1470,1-3,990
徳山,2026/5/18,5,4,5,5264,登みひ果,finish,32,35,6.91,5,0.05,1.55.4,逃げ,1800,晴,南,2,2,1-3-4,4130,1-3-4,1680,1-3,1470,1-3,990
徳山,2026/5/18,5,5,2,4738,清埜翔子,finish,30,51,6.95,2,0.18,. .,逃げ,1800,晴,南,2,2,1-3-4,4130,1-3-4,1680,1-3,1470,1-3,990
徳山,2026/5/18,5,6,6,3943,三松直美,finish,49,71,7.08,6,0.12,. .,逃げ,1800,晴,南,2,2,1-3-4,4130,1-3-4,1680,1-3,1470,1-3,990
徳山,2026/5/18,6,1,1,4349,犬童千秋,finish,63,63,7.00,1,0.16,1.52.7,逃げ,1800,晴,南西,2,2,1-2-6,2280,1-2-6,860,1-2,640,1-2,590
徳山,2026/5/18,6,2,2,4714,喜多須杏奈,finish,57,20,6.97,2,0.11,1.54.0,逃げ,1800,晴,南西,2,2,1-2-6,2280,1-2-6,860,1-2,640,1-2,590
徳山,2026/5/18,6,3,6,4011,堀之内紀代子,finish,35,14,6.90,6,0.21,1.54.6,逃げ,1800,晴,南西,2,2,1-2-6,2280,1-2-6,860,1-2,640,1-2,590
徳山,2026/5/18,6,4,4,4400,加藤奈月,finish,40,39,6.98,4,0.11,1.55.4,逃げ,1800,晴,南西,2,2,1-2-6,2280,1-2-6,860,1-2,640,1-2,590
徳山,2026/5/18,6,5,3,5188,武井莉里佳,finish,37,73,6.95,3,0.19,. .,逃げ,1800,晴,南西,2,2,1-2-6,2280,1-2-6,860,1-2,640,1-2,590
徳山,2026/5/18,6,6,5,5283,植木美帆,finish,70,22,6.97,5,0.21,. .,逃げ,1800,晴,南西,2,2,1-2-6,2280,1-2-6,860,1-2,640,1-2,590
徳山,2026/5/18,7,1,2,4014,片岡恵里,finish,55,36,6.92,2,0.12,1.51.7,まくり,1800,晴,南西,3,3,2-3-1,6290,1-2-3,720,2-3,2090,2-3,1080
徳山,2026/5/18,7,2,3,4781,西舘果里,finish,53,34,6.92,3,0.09,1.53.2,まくり,1800,晴,南西,3,3,2-3-1,6290,1-2-3,720,2-3,2090,2-3,1080
徳山,2026/5/18,7,3,1,3518,倉田郁美,finish,54,72,6.90,1,0.31,1.54.8,まくり,1800,晴,南西,3,3,2-3-1,6290,1-2-3,720,2-3,2090,2-3,1080
徳山,2026/5/18,7,4,4,5155,内山七海,finish,29,57,6.91,4,0.26,1.55.5,まくり,1800,晴,南西,3,3,2-3-1,6290,1-2-3,720,2-3,2090,2-3,1080
徳山,2026/5/18,7,5,6,3611,岩崎芳美,finish,36,60,6.94,6,0.31,. .,まくり,1800,晴,南西,3,3,2-3-1,6290,1-2-3,720,2-3,2090,2-3,1080
徳山,2026/5/18,7,6,5,5397,寺田夢生,finish,34,69,6.90,5,0.34,. .,まくり,1800,晴,南西,3,3,2-3-1,6290,1-2-3,720,2-3,2090,2-3,1080
徳山,2026/5/18,8,1,5,4530,小野生奈,finish,56,16,6.87,5,0.11,1.51.3,抜き,1800,晴,南西,2,2,5-3-2,4280,2-3-5,630,5-3,1660,3-5,750
徳山,2026/5/18,8,2,3,5146,野田彩加,finish,66,68,7.01,3,0.06,1.53.3,抜き,1800,晴,南西,2,2,5-3-2,4280,2-3-5,630,5-3,1660,3-5,750
徳山,2026/5/18,8,3,2,3334,角ひとみ,finish,51,61,6.88,2,0.07,1.55.2,抜き,1800,晴,南西,2,2,5-3-2,4280,2-3-5,630,5-3,1660,3-5,750
徳山,2026/5/18,8,4,1,4071,古賀千晶,finish,60,52,6.92,1,0.00,1.56.2,抜き,1800,晴,南西,2,2,5-3-2,4280,2-3-5,630,5-3,1660,3-5,750
徳山,2026/5/18,8,5,4,5156,坂野さくら,finish,61,41,6.94,4,0.09,. .,抜き,1800,晴,南西,2,2,5-3-2,4280,2-3-5,630,5-3,1660,3-5,750
徳山,2026/5/18,8,6,6,5365,石村日奈那,finish,43,46,6.96,6,0.12,. .,抜き,1800,晴,南西,2,2,5-3-2,4280,2-3-5,630,5-3,1660,3-5,750
徳山,2026/5/18,9,1,1,4224,大橋栄里佳,finish,68,38,6.92,1,0.21,1.50.9,逃げ,1800,晴,南西,3,3,1-3-6,840,1-3-6,370,1-3,240,1-3,130
徳山,2026/5/18,9,2,3,3618,海野ゆかり,finish,44,67,6.90,3,0.20,1.53.8,逃げ,1800,晴,南西,3,3,1-3-6,840,1-3-6,370,1-3,240,1-3,130
徳山,2026/5/18,9,3,6,4183,宇野弥生,finish,69,43,6.92,6,0.14,1.54.5,逃げ,1800,晴,南西,3,3,1-3-6,840,1-3-6,370,1-3,240,1-3,130
徳山,2026/5/18,9,4,2,3207,田村美和,finish,58,56,6.94,2,0.24,1.55.3,逃げ,1800,晴,南西,3,3,1-3-6,840,1-3-6,370,1-3,240,1-3,130
徳山,2026/5/18,9,5,4,4853,前原哉,finish,47,37,6.92,4,0.25,. .,逃げ,1800,晴,南西,3,3,1-3-6,840,1-3-6,370,1-3,240,1-3,130
徳山,2026/5/18,9,6,5,5391,出穂和鼓,finish,28,33,6.94,5,0.22,. .,逃げ,1800,晴,南西,3,3,1-3-6,840,1-3-6,370,1-3,240,1-3,130
徳山,2026/5/18,10,1,2,4433,川野芽唯,finish,27,65,6.94,2,0.13,1.49.9,まくり,1800,晴,南西,2,2,2-5-3,1440,2-3-5,360,2-5,540,2-5,320
徳山,2026/5/18,10,2,5,4773,中川りな,finish,71,54,6.93,5,0.15,1.52.1,まくり,1800,晴,南西,2,2,2-5-3,1440,2-3-5,360,2-5,540,2-5,320
徳山,2026/5/18,10,3,3,4065,金田幸子,finish,33,31,6.96,3,0.10,1.54.3,まくり,1800,晴,南西,2,2,2-5-3,1440,2-3-5,360,2-5,540,2-5,320
徳山,2026/5/18,10,4,4,4244,鈴木成美,finish,42,12,6.99,4,0.12,1.55.5,まくり,1800,晴,南西,2,2,2-5-3,1440,2-3-5,360,2-5,540,2-5,320
徳山,2026/5/18,10,5,1,4484,稲生夏季,finish,65,26,7.05,1,0.18,. .,まくり,1800,晴,南西,2,2,2-5-3,1440,2-3-5,360,2-5,540,2-5,320
徳山,2026/5/18,10,6,6,5406,小畑楓夏,finish,38,25,6.97,6,0.29,. .,まくり,1800,晴,南西,2,2,2-5-3,1440,2-3-5,360,2-5,540,2-5,320
徳山,2026/5/18,11,1,1,5155,内山七海,finish,29,57,6.91,1,0.09,1.51.0,逃げ,1800,晴,南,1,1,1-4-2,3240,1-2-4,1270,1-4,940,1-4,740
徳山,2026/5/18,11,2,4,3357,福島陽子,finish,67,32,6.96,4,0.14,1.52.7,逃げ,1800,晴,南,1,1,1-4-2,3240,1-2-4,1270,1-4,940,1-4,740
徳山,2026/5/18,11,3,2,5123,福山恵里奈,finish,50,70,6.95,2,0.11,1.54.3,逃げ,1800,晴,南,1,1,1-4-2,3240,1-2-4,1270,1-4,940,1-4,740
徳山,2026/5/18,11,4,6,3993,永井聖美,finish,31,24,6.97,5,0.14,1.55.2,逃げ,1800,晴,南,1,1,1-4-2,3240,1-2-4,1270,1-4,940,1-4,740
徳山,2026/5/18,11,5,3,3232,山川美由紀,finish,62,47,6.95,3,0.21,. .,逃げ,1800,晴,南,1,1,1-4-2,3240,1-2-4,1270,1-4,940,1-4,740
徳山,2026/5/18,11,6,5,5357,田中瀬里奈,finish,39,11,7.01,6,0.15,. .,逃げ,1800,晴,南,1,1,1-4-2,3240,1-2-4,1270,1-4,940,1-4,740
徳山,2026/5/18,12,1,1,4530,小野生奈,finish,56,16,6.85,1,0.15,1.50.1,逃げ,1800,晴,南,1,1,1-4-2,910,1-2-4,350,1-4,310,1-4,240
徳山,2026/5/18,12,2,4,4208,三浦永理,finish,59,17,6.92,4,0.17,1.51.4,逃げ,1800,晴,南,1,1,1-4-2,910,1-2-4,350,1-4,310,1-4,240
徳山,2026/5/18,12,3,2,3611,岩崎芳美,finish,36,60,6.93,2,0.21,1.52.6,逃げ,1800,晴,南,1,1,1-4-2,910,1-2-4,350,1-4,310,1-4,240
徳山,2026/5/18,12,4,3,4011,堀之内紀代子,finish,35,14,6.87,3,0.16,1.54.3,逃げ,1800,晴,南,1,1,1-4-2,910,1-2-4,350,1-4,310,1-4,240
徳山,2026/5/18,12,5,5,4556,竹井奈美,finish,46,27,6.97,5,0.15,. .,逃げ,1800,晴,南,1,1,1-4-2,910,1-2-4,350,1-4,310,1-4,240
徳山,2026/5/18,12,6,6,4738,清埜翔子,finish,30,51,7.00,6,0.18,. .,逃げ,1800,晴,南,1,1,1-4-2,910,1-2-4,350,1-4,310,1-4,240
宮島,2026/5/18,1,1,2,4951,新田洋一,finish,16,39,6.67,2,0.11,1.50.2,差し,1800,晴,北東,2,2,2-1-5,2110,1-2-5,350,2-1,970,1-2,340
