会場,日付,レース,着順,艇番,登番,選手名,status,モーター番号,ボート番号,展示タイム,進入コース,スタートタイミング,レースタイム,3連単_組合,3連単_配当,3連複_組合,3連複_配当,2連単_組合,2連単_配当,2連複_組合,2連複_配当
下関,2026/5/15,6,1,2,5018,竹下大樹,finish,11,21,6.79,2,0.21,1.48.6,2-5-3,2170,2-3-5,500,2-5,890,2-5,560
下関,2026/5/15,6,2,5,5325,澁川夏,finish,41,68,6.77,5,0.03,1.49.4,2-5-3,2170,2-3-5,500,2-5,890,2-5,560
下関,2026/5/15,6,3,3,5127,沼田大都,finish,58,66,6.79,3,0.23,1.52.4,2-5-3,2170,2-3-5,500,2-5,890,2-5,560
下関,2026/5/15,6,4,4,5404,内田壮,finish,38,13,6.75,4,0.08,1.54.0,2-5-3,2170,2-3-5,500,2-5,890,2-5,560
下関,2026/5/15,6,5,1,5332,村松遥輝,finish,44,48,6.78,1,0.25,. .,2-5-3,2170,2-3-5,500,2-5,890,2-5,560
下関,2026/5/15,6,,6,5125,高井雄基,F,,,,,,,,,,,,,,
下関,2026/5/15,7,1,4,5145,島川海輝,finish,67,57,6.65,4,0.09,1.49.1,4-6-1,5170,1-4-6,1000,4-6,2040,4-6,1250
下関,2026/5/15,7,2,6,5190,大月遊雅,finish,48,34,6.75,6,0.17,1.50.6,4-6-1,5170,1-4-6,1000,4-6,2040,4-6,1250
下関,2026/5/15,7,3,1,5266,石田勇斗,finish,25,29,6.75,1,0.03,1.52.0,4-6-1,5170,1-4-6,1000,4-6,2040,4-6,1250
下関,2026/5/15,7,4,5,5273,山下拓巳,finish,64,62,6.76,5,0.14,1.52.8,4-6-1,5170,1-4-6,1000,4-6,2040,4-6,1250
下関,2026/5/15,7,5,3,5328,井上慧人,finish,26,12,6.74,3,0.11,. .,4-6-1,5170,1-4-6,1000,4-6,2040,4-6,1250
下関,2026/5/15,7,6,2,5130,上野拓馬,finish,37,58,6.72,2,0.11,. .,4-6-1,5170,1-4-6,1000,4-6,2040,4-6,1250
下関,2026/5/15,8,1,1,5185,加藤優弥,finish,17,67,6.75,1,0.11,1.48.6,1-5-2,2070,1-2-5,910,1-5,590,1-5,330
下関,2026/5/15,8,2,5,5330,安河内鈴之介,finish,54,27,6.68,5,0.08,1.50.4,1-5-2,2070,1-2-5,910,1-5,590,1-5,330
下関,2026/5/15,8,3,2,5201,村上宗太郎,finish,40,65,6.74,2,0.18,1.52.3,1-5-2,2070,1-2-5,910,1-5,590,1-5,330
下関,2026/5/15,8,4,6,5336,瀬川大地,finish,29,64,6.76,6,0.13,1.53.8,1-5-2,2070,1-2-5,910,1-5,590,1-5,330
下関,2026/5/15,8,5,4,5221,竹間隆晟,finish,45,17,6.77,4,0.11,. .,1-5-2,2070,1-2-5,910,1-5,590,1-5,330
下関,2026/5/15,8,6,3,5382,山下心一,finish,72,54,6.80,3,0.12,. .,1-5-2,2070,1-2-5,910,1-5,590,1-5,330
下関,2026/5/15,9,1,2,5114,小林孝彰,finish,57,24,6.73,2,0.12,1.49.1,2-1-6,1220,1-2-6,270,2-1,680,1-2,200
下関,2026/5/15,9,2,1,5214,田中宏典,finish,33,44,6.79,1,0.11,1.51.3,2-1-6,1220,1-2-6,270,2-1,680,1-2,200
下関,2026/5/15,9,3,6,5034,若林義人,finish,59,22,6.79,6,0.07,1.52.2,2-1-6,1220,1-2-6,270,2-1,680,1-2,200
下関,2026/5/15,9,4,4,5271,杉山太陽,finish,70,72,6.74,4,0.19,1.52.7,2-1-6,1220,1-2-6,270,2-1,680,1-2,200
下関,2026/5/15,9,5,5,5375,庄島潤成,finish,32,32,6.79,5,0.11,. .,2-1-6,1220,1-2-6,270,2-1,680,1-2,200
下関,2026/5/15,9,6,3,5131,江藤敦宏,finish,14,73,6.74,3,0.16,. .,2-1-6,1220,1-2-6,270,2-1,680,1-2,200
下関,2026/5/15,10,1,1,5275,松田淳平,finish,27,36,6.73,1,0.08,1.53.8,1-2-4,1980,1-2-4,1140,1-2,680,1-2,430
下関,2026/5/15,10,2,2,5270,小玉啓太,finish,68,35,6.79,2,0.08,1.59.0,1-2-4,1980,1-2-4,1140,1-2,680,1-2,430
下関,2026/5/15,10,3,4,5263,花田凱成,finish,16,30,6.73,4,0.09,2.01.2,1-2-4,1980,1-2-4,1140,1-2,680,1-2,430
下関,2026/5/15,10,4,5,5137,川原涼,finish,30,28,6.71,5,0.07,2.05.2,1-2-4,1980,1-2-4,1140,1-2,680,1-2,430
下関,2026/5/15,10,5,3,5012,加倉侑征,finish,28,59,6.79,3,0.09,. .,1-2-4,1980,1-2-4,1140,1-2,680,1-2,430
下関,2026/5/15,10,,6,5176,石倉拓美,S1,,,,,,,,,,,,,,
下関,2026/5/15,11,1,1,5018,竹下大樹,finish,11,21,6.81,1,0.13,1.47.7,1-2-3,810,1-2-3,340,1-2,170,1-2,190
下関,2026/5/15,11,2,2,5220,青木蓮,finish,71,51,6.74,2,0.11,1.50.7,1-2-3,810,1-2-3,340,1-2,170,1-2,190
下関,2026/5/15,11,3,3,5343,小林礼央,finish,56,61,6.77,3,0.12,1.51.2,1-2-3,810,1-2-3,340,1-2,170,1-2,190
下関,2026/5/15,11,4,5,5133,堀越雄貴,finish,69,26,6.74,5,0.19,1.52.2,1-2-3,810,1-2-3,340,1-2,170,1-2,190
下関,2026/5/15,11,5,4,5216,長谷川晴哉,finish,50,69,6.80,4,0.13,. .,1-2-3,810,1-2-3,340,1-2,170,1-2,190
下関,2026/5/15,11,6,6,5351,齊藤廉,finish,49,47,6.79,6,0.22,. .,1-2-3,810,1-2-3,340,1-2,170,1-2,190
下関,2026/5/15,12,1,1,5016,宮田龍馬,finish,34,25,6.72,1,0.11,1.47.5,1-3-4,480,1-3-4,230,1-3,260,1-3,210
下関,2026/5/15,12,2,3,5145,島川海輝,finish,67,57,6.73,3,0.14,1.49.8,1-3-4,480,1-3-4,230,1-3,260,1-3,210
下関,2026/5/15,12,3,4,5330,安河内鈴之介,finish,54,27,6.78,4,0.11,1.50.4,1-3-4,480,1-3-4,230,1-3,260,1-3,210
下関,2026/5/15,12,4,5,5212,西川拓利,finish,20,38,6.77,5,0.10,1.50.4,1-3-4,480,1-3-4,230,1-3,260,1-3,210
下関,2026/5/15,12,5,2,5127,沼田大都,finish,58,66,6.81,2,0.13,. .,1-3-4,480,1-3-4,230,1-3,260,1-3,210
下関,2026/5/15,12,6,6,5178,成貞琳平,finish,23,63,6.81,6,0.13,. .,1-3-4,480,1-3-4,230,1-3,260,1-3,210
徳山,2026/5/15,1,1,1,3327,野長瀬正孝,finish,15,75,6.83,1,0.10,1.50.4,1-3-2,660,1-2-3,270,1-3,310,1-3,280
徳山,2026/5/15,1,2,3,4861,田中宏樹,finish,28,65,6.84,3,0.12,1.51.5,1-3-2,660,1-2-3,270,1-3,310,1-3,280
徳山,2026/5/15,1,3,2,4811,向井田佑紀,finish,31,41,6.94,2,0.13,1.53.2,1-3-2,660,1-2-3,270,1-3,310,1-3,280
徳山,2026/5/15,1,4,5,5014,梶山涼斗,finish,36,25,6.84,5,0.17,1.54.3,1-3-2,660,1-2-3,270,1-3,310,1-3,280
徳山,2026/5/15,1,5,6,3839,川合理司,finish,73,31,7.01,6,0.26,. .,1-3-2,660,1-2-3,270,1-3,310,1-3,280
徳山,2026/5/15,1,6,4,3825,宮嵜隆太郎,finish,38,51,6.94,4,0.17,. .,1-3-2,660,1-2-3,270,1-3,310,1-3,280
徳山,2026/5/15,2,1,1,4991,宗行治哉,finish,27,20,6.91,1,0.16,1.50.6,1-2-4,2960,1-2-4,1930,1-2,330,1-2,210
徳山,2026/5/15,2,2,2,5106,山崎祥,finish,25,71,6.87,2,0.16,1.51.9,1-2-4,2960,1-2-4,1930,1-2,330,1-2,210
徳山,2026/5/15,2,3,4,5102,原田雄次,finish,23,21,6.91,4,0.12,1.52.9,1-2-4,2960,1-2-4,1930,1-2,330,1-2,210
徳山,2026/5/15,2,4,6,3874,山本寛久,finish,47,17,6.90,6,0.09,1.53.1,1-2-4,2960,1-2-4,1930,1-2,330,1-2,210
徳山,2026/5/15,2,5,3,4788,小池哲也,finish,74,50,6.93,3,0.16,. .,1-2-4,2960,1-2-4,1930,1-2,330,1-2,210
徳山,2026/5/15,2,6,5,5376,吉田一心,finish,12,19,6.85,5,0.09,. .,1-2-4,2960,1-2-4,1930,1-2,330,1-2,210
徳山,2026/5/15,3,1,1,4762,藤原啓史朗,finish,18,70,6.89,1,0.07,1.50.8,1-4-3,1030,1-3-4,630,1-4,290,1-4,260
徳山,2026/5/15,3,2,4,5280,廣瀬凜,finish,30,39,6.93,4,0.06,1.52.0,1-4-3,1030,1-3-4,630,1-4,290,1-4,260
徳山,2026/5/15,3,3,3,3516,吉原聖人,finish,46,44,6.87,3,0.08,1.53.8,1-4-3,1030,1-3-4,630,1-4,290,1-4,260
徳山,2026/5/15,3,4,2,5311,小林京平,finish,49,67,6.87,2,0.09,1.54.3,1-4-3,1030,1-3-4,630,1-4,290,1-4,260
徳山,2026/5/15,3,5,6,3911,鈴木猛,finish,22,61,6.93,5,0.07,. .,1-4-3,1030,1-3-4,630,1-4,290,1-4,260
徳山,2026/5/15,3,6,5,5443,西村仁吾,finish,43,37,6.90,6,0.11,. .,1-4-3,1030,1-3-4,630,1-4,290,1-4,260
徳山,2026/5/15,4,1,1,3918,深井利寿,finish,45,33,6.97,1,0.01,1.51.0,1-3-5,380,1-3-5,240,1-3,230,1-3,260
徳山,2026/5/15,4,2,3,3901,松田憲幸,finish,33,32,6.98,3,0.06,1.52.1,1-3-5,380,1-3-5,240,1-3,230,1-3,260
徳山,2026/5/15,4,3,5,5210,藤井公人,finish,39,46,6.93,5,0.08,1.54.3,1-3-5,380,1-3-5,240,1-3,230,1-3,260
徳山,2026/5/15,4,4,4,3442,宮武英司,finish,21,69,6.96,4,0.09,1.56.1,1-3-5,380,1-3-5,240,1-3,230,1-3,260
徳山,2026/5/15,4,5,6,4766,石井孝之,finish,72,28,6.87,6,0.04,. .,1-3-5,380,1-3-5,240,1-3,230,1-3,260
徳山,2026/5/15,4,,2,3655,本橋克洋,F,,,,,,,,,,,,,,
徳山,2026/5/15,5,1,1,4081,樋口範政,finish,50,13,6.95,1,0.15,1.51.6,1-5-6,2060,1-5-6,780,1-5,1060,1-5,520
徳山,2026/5/15,5,2,5,5197,中野仁照,finish,13,63,6.95,5,0.11,1.52.7,1-5-6,2060,1-5-6,780,1-5,1060,1-5,520
徳山,2026/5/15,5,3,6,4653,小野達哉,finish,44,36,6.90,6,0.14,1.53.7,1-5-6,2060,1-5-6,780,1-5,1060,1-5,520
徳山,2026/5/15,5,4,3,3839,川合理司,finish,73,31,7.03,3,0.11,1.54.6,1-5-6,2060,1-5-6,780,1-5,1060,1-5,520
徳山,2026/5/15,5,5,2,4345,西舘健,finish,48,27,6.98,2,0.19,. .,1-5-6,2060,1-5-6,780,1-5,1060,1-5,520
徳山,2026/5/15,5,6,4,4944,田代達也,finish,29,56,6.96,4,0.13,. .,1-5-6,2060,1-5-6,780,1-5,1060,1-5,520
徳山,2026/5/15,6,1,1,4020,川上清人,finish,19,48,7.01,1,0.14,1.50.6,1-2-6,2690,1-2-6,1020,1-2,690,1-2,750
徳山,2026/5/15,6,2,2,5014,梶山涼斗,finish,36,25,6.92,2,0.10,1.51.7,1-2-6,2690,1-2-6,1020,1-2,690,1-2,750
徳山,2026/5/15,6,3,6,4604,岩瀬裕亮,finish,75,60,6.96,6,0.15,1.52.5,1-2-6,2690,1-2-6,1020,1-2,690,1-2,750
徳山,2026/5/15,6,4,3,4969,町田洸希,finish,14,24,6.92,3,0.11,1.53.2,1-2-6,2690,1-2-6,1020,1-2,690,1-2,750
徳山,2026/5/15,6,5,5,4788,小池哲也,finish,74,50,6.96,5,0.14,. .,1-2-6,2690,1-2-6,1020,1-2,690,1-2,750
徳山,2026/5/15,6,6,4,5384,八戸琉楓,finish,26,34,6.94,4,0.15,. .,1-2-6,2690,1-2-6,1020,1-2,690,1-2,750
徳山,2026/5/15,7,1,1,4410,井上大輔,finish,11,59,6.96,1,0.17,1.51.6,1-2-3,530,1-2-3,220,1-2,290,1-2,270
徳山,2026/5/15,7,2,2,4954,内山峻輔,finish,42,11,6.96,2,0.20,1.52.5,1-2-3,530,1-2-3,220,1-2,290,1-2,270
徳山,2026/5/15,7,3,3,5102,原田雄次,finish,23,21,6.89,3,0.21,1.54.3,1-2-3,530,1-2-3,220,1-2,290,1-2,270
徳山,2026/5/15,7,4,4,3964,宮地博士,finish,32,43,6.92,4,0.22,1.55.6,1-2-3,530,1-2-3,220,1-2,290,1-2,270
徳山,2026/5/15,7,5,6,5443,西村仁吾,finish,43,37,7.00,6,0.18,. .,1-2-3,530,1-2-3,220,1-2,290,1-2,270
徳山,2026/5/15,7,6,5,3566,川添英正,finish,37,42,6.99,5,0.20,. .,1-2-3,530,1-2-3,220,1-2,290,1-2,270
徳山,2026/5/15,8,1,1,4766,石井孝之,finish,72,28,6.86,1,0.14,1.50.3,1-2-5,530,1-2-5,290,1-2,240,1-2,220
徳山,2026/5/15,8,2,2,4144,石塚久也,finish,35,47,6.86,2,0.11,1.51.2,1-2-5,530,1-2-5,290,1-2,240,1-2,220
徳山,2026/5/15,8,3,5,5280,廣瀬凜,finish,30,39,6.95,5,0.13,1.51.7,1-2-5,530,1-2-5,290,1-2,240,1-2,220
徳山,2026/5/15,8,4,6,4991,宗行治哉,finish,27,20,6.91,6,0.17,1.53.8,1-2-5,530,1-2-5,290,1-2,240,1-2,220
徳山,2026/5/15,8,5,3,3825,宮嵜隆太郎,finish,38,51,6.96,3,0.13,. .,1-2-5,530,1-2-5,290,1-2,240,1-2,220
徳山,2026/5/15,8,6,4,3516,吉原聖人,finish,46,44,6.94,4,0.16,. .,1-2-5,530,1-2-5,290,1-2,240,1-2,220
徳山,2026/5/15,9,1,1,3911,鈴木猛,finish,22,61,6.93,1,0.13,1.50.8,1-5-2,11320,1-2-5,1410,1-5,4270,1-5,1890
徳山,2026/5/15,9,2,5,4811,向井田佑紀,finish,31,41,6.93,4,0.13,1.51.8,1-5-2,11320,1-2-5,1410,1-5,4270,1-5,1890
徳山,2026/5/15,9,3,2,5197,中野仁照,finish,13,63,6.90,2,0.14,1.53.9,1-5-2,11320,1-2-5,1410,1-5,4270,1-5,1890
徳山,2026/5/15,9,4,3,5210,藤井公人,finish,39,46,6.91,3,0.13,1.55.5,1-5-2,11320,1-2-5,1410,1-5,4270,1-5,1890
徳山,2026/5/15,9,5,4,5311,小林京平,finish,49,67,6.87,6,0.11,. .,1-5-2,11320,1-2-5,1410,1-5,4270,1-5,1890
徳山,2026/5/15,9,6,6,3918,深井利寿,finish,45,33,7.05,5,0.14,. .,1-5-2,11320,1-2-5,1410,1-5,4270,1-5,1890
徳山,2026/5/15,10,1,1,3874,山本寛久,finish,47,17,6.88,1,0.08,1.50.2,1-2-3,440,1-2-3,160,1-2,240,1-2,360
徳山,2026/5/15,10,2,2,5376,吉田一心,finish,12,19,6.88,2,0.09,1.50.8,1-2-3,440,1-2-3,160,1-2,240,1-2,360
徳山,2026/5/15,10,3,3,4604,岩瀬裕亮,finish,75,60,6.98,3,0.11,1.52.9,1-2-3,440,1-2-3,160,1-2,240,1-2,360
徳山,2026/5/15,10,4,4,3901,松田憲幸,finish,33,32,6.96,4,0.20,1.54.6,1-2-3,440,1-2-3,160,1-2,240,1-2,360
徳山,2026/5/15,10,5,6,3655,本橋克洋,finish,34,30,6.99,6,0.19,. .,1-2-3,440,1-2-3,160,1-2,240,1-2,360
徳山,2026/5/15,10,6,5,4081,樋口範政,finish,50,13,6.93,5,0.19,. .,1-2-3,440,1-2-3,160,1-2,240,1-2,360
徳山,2026/5/15,11,1,1,4653,小野達哉,finish,44,36,6.91,1,0.13,1.50.5,1-2-3,290,1-2-3,170,1-2,150,1-2,180
徳山,2026/5/15,11,2,2,4762,藤原啓史朗,finish,18,70,6.91,2,0.11,1.51.7,1-2-3,290,1-2-3,170,1-2,150,1-2,180
徳山,2026/5/15,11,3,3,3327,野長瀬正孝,finish,15,75,6.91,3,0.12,1.53.3,1-2-3,290,1-2-3,170,1-2,150,1-2,180
徳山,2026/5/15,11,4,4,4969,町田洸希,finish,14,24,6.92,4,0.14,1.54.2,1-2-3,290,1-2-3,170,1-2,150,1-2,180
徳山,2026/5/15,11,5,6,4345,西舘健,finish,48,27,6.99,6,0.15,. .,1-2-3,290,1-2-3,170,1-2,150,1-2,180
徳山,2026/5/15,11,6,5,5106,山崎祥,finish,25,71,6.88,5,0.14,. .,1-2-3,290,1-2-3,170,1-2,150,1-2,180
徳山,2026/5/15,12,1,1,4607,鶴田勇雄,finish,40,40,6.86,1,0.08,1.49.1,1-2-3,480,1-2-3,230,1-2,210,1-2,140
徳山,2026/5/15,12,2,2,4908,上田龍星,finish,17,53,6.88,2,0.09,1.49.8,1-2-3,480,1-2-3,230,1-2,210,1-2,140
徳山,2026/5/15,12,3,3,4547,中田竜太,finish,41,58,6.89,3,0.12,1.52.4,1-2-3,480,1-2-3,230,1-2,210,1-2,140
徳山,2026/5/15,12,4,4,4734,安河内将,finish,16,68,6.95,4,0.15,1.53.9,1-2-3,480,1-2-3,230,1-2,210,1-2,140
徳山,2026/5/15,12,5,5,3898,平田忠則,finish,20,49,6.94,5,0.11,. .,1-2-3,480,1-2-3,230,1-2,210,1-2,140
徳山,2026/5/15,12,6,6,4074,柳沢一,finish,24,18,6.95,6,0.09,. .,1-2-3,480,1-2-3,230,1-2,210,1-2,140
児島,2026/5/15,1,1,1,4079,出畑孝典,finish,51,68,6.77,1,0.15,1.48.2,1-5-4,14240,1-4-5,3950,1-5,1450,1-5,1210
児島,2026/5/15,1,2,5,5292,佐藤右京,finish,13,20,6.82,5,0.09,1.49.8,1-5-4,14240,1-4-5,3950,1-5,1450,1-5,1210
児島,2026/5/15,1,3,4,4510,坂本奈央,finish,62,40,6.75,4,0.16,1.51.6,1-5-4,14240,1-4-5,3950,1-5,1450,1-5,1210
児島,2026/5/15,1,4,2,4731,間野兼礼,finish,39,25,6.78,2,0.25,1.52.8,1-5-4,14240,1-4-5,3950,1-5,1450,1-5,1210
児島,2026/5/15,1,5,3,3535,渡修平,finish,38,57,6.76,3,0.22,. .,1-5-4,14240,1-4-5,3950,1-5,1450,1-5,1210
児島,2026/5/15,1,6,6,5397,寺田夢生,finish,40,37,6.79,6,0.10,. .,1-5-4,14240,1-4-5,3950,1-5,1450,1-5,1210
児島,2026/5/15,2,1,3,4998,中村かなえ,finish,63,66,6.84,3,0.01,1.49.0,3-1-6,22410,1-3-6,2780,3-1,2560,1-3,470
児島,2026/5/15,2,2,1,3834,細川明人,finish,16,28,6.93,1,0.07,1.51.0,3-1-6,22410,1-3-6,2780,3-1,2560,1-3,470
児島,2026/5/15,2,3,6,4200,早川尚人,finish,54,35,6.85,6,0.05,1.52.3,3-1-6,22410,1-3-6,2780,3-1,2560,1-3,470
児島,2026/5/15,2,4,4,3467,森弘行,finish,60,36,6.90,4,0.04,1.53.2,3-1-6,22410,1-3-6,2780,3-1,2560,1-3,470
児島,2026/5/15,2,5,5,5288,尾道佳諭,finish,21,59,6.78,5,0.10,. .,3-1-6,22410,1-3-6,2780,3-1,2560,1-3,470
児島,2026/5/15,2,6,2,5265,大廣咲季,finish,37,67,6.80,2,0.14,. .,3-1-6,22410,1-3-6,2780,3-1,2560,1-3,470
児島,2026/5/15,3,1,4,4948,木場悠介,finish,57,74,6.83,5,0.07,1.48.9,4-6-2,12010,2-4-6,3290,4-6,2650,4-6,2070
児島,2026/5/15,3,2,6,4551,三川昂暁,finish,67,50,6.76,6,0.09,1.50.9,4-6-2,12010,2-4-6,3290,4-6,2650,4-6,2070
児島,2026/5/15,3,3,2,3643,米田隆弘,finish,48,38,6.80,2,0.17,1.51.7,4-6-2,12010,2-4-6,3290,4-6,2650,4-6,2070
児島,2026/5/15,3,4,1,5299,西丸敦基,finish,46,14,6.77,1,0.14,1.53.1,4-6-2,12010,2-4-6,3290,4-6,2650,4-6,2070
児島,2026/5/15,3,5,3,4424,松尾昂明,finish,29,60,6.81,3,0.17,. .,4-6-2,12010,2-4-6,3290,4-6,2650,4-6,2070
児島,2026/5/15,3,6,5,4792,杉村賢也,finish,56,41,6.95,4,0.21,. .,4-6-2,12010,2-4-6,3290,4-6,2650,4-6,2070
児島,2026/5/15,4,1,3,5048,眞鳥康太,finish,20,47,6.60,5,0.01,1.49.2,3-2-4,6940,2-3-4,1290,3-2,1980,2-3,1870
児島,2026/5/15,4,2,2,4332,村上彰一,finish,70,53,6.85,2,0.08,1.49.7,3-2-4,6940,2-3-4,1290,3-2,1980,2-3,1870
児島,2026/5/15,4,3,4,3562,山下和彦,finish,69,32,6.70,3,0.07,1.51.0,3-2-4,6940,2-3-4,1290,3-2,1980,2-3,1870
児島,2026/5/15,4,4,1,5326,三嶌さらら,finish,22,61,6.72,1,0.15,1.52.8,3-2-4,6940,2-3-4,1290,3-2,1980,2-3,1870
児島,2026/5/15,4,5,6,5064,品川二千翔,finish,25,23,6.80,6,0.05,. .,3-2-4,6940,2-3-4,1290,3-2,1980,2-3,1870
児島,2026/5/15,4,6,5,4694,高田綾,finish,15,71,6.86,4,0.10,. .,3-2-4,6940,2-3-4,1290,3-2,1980,2-3,1870
児島,2026/5/15,5,1,1,4485,楠原正剛,finish,42,17,6.86,1,0.07,1.49.2,1-2-4,730,1-2-4,430,1-2,330,1-2,170
児島,2026/5/15,5,2,2,4637,中田友也,finish,47,39,6.82,2,0.12,1.50.8,1-2-4,730,1-2-4,430,1-2,330,1-2,170
児島,2026/5/15,5,3,4,3828,明石正之,finish,58,24,6.84,4,0.13,1.51.7,1-2-4,730,1-2-4,430,1-2,330,1-2,170
児島,2026/5/15,5,4,5,4731,間野兼礼,finish,39,25,6.71,5,0.11,1.53.1,1-2-4,730,1-2-4,430,1-2,330,1-2,170
児島,2026/5/15,5,5,6,4258,関根彰人,finish,14,49,6.81,6,0.22,. .,1-2-4,730,1-2-4,430,1-2,330,1-2,170
児島,2026/5/15,5,6,3,5117,冨名腰桃奈,finish,27,48,6.75,3,0.16,. .,1-2-4,730,1-2-4,430,1-2,330,1-2,170
児島,2026/5/15,6,1,1,3905,天野友和,finish,36,42,6.86,1,0.11,1.48.3,1-2-3,840,1-2-3,580,1-2,230,1-2,250
児島,2026/5/15,6,2,2,3581,加木郁,finish,31,12,6.82,2,0.11,1.50.7,1-2-3,840,1-2-3,580,1-2,230,1-2,250
児島,2026/5/15,6,3,3,3467,森弘行,finish,60,36,6.89,3,0.14,1.51.9,1-2-3,840,1-2-3,580,1-2,230,1-2,250
児島,2026/5/15,6,4,4,4220,深川和仁,finish,11,63,6.87,4,0.11,1.52.3,1-2-3,840,1-2-3,580,1-2,230,1-2,250
児島,2026/5/15,6,5,6,5057,上田紗奈,finish,55,69,6.72,6,0.12,. .,1-2-3,840,1-2-3,580,1-2,230,1-2,250
児島,2026/5/15,6,6,5,5397,寺田夢生,finish,40,37,6.82,5,0.15,. .,1-2-3,840,1-2-3,580,1-2,230,1-2,250
児島,2026/5/15,7,1,4,5265,大廣咲季,finish,37,67,6.73,4,0.24,1.48.8,4-2-1,26770,1-2-4,1410,4-2,10170,2-4,3770
児島,2026/5/15,7,2,2,4792,杉村賢也,finish,56,41,6.83,2,0.30,1.50.7,4-2-1,26770,1-2-4,1410,4-2,10170,2-4,3770
児島,2026/5/15,7,3,1,4460,後藤翔之,finish,28,70,6.92,1,0.22,1.51.3,4-2-1,26770,1-2-4,1410,4-2,10170,2-4,3770
児島,2026/5/15,7,4,3,4471,新田泰章,finish,52,27,6.80,3,0.27,1.51.9,4-2-1,26770,1-2-4,1410,4-2,10170,2-4,3770
児島,2026/5/15,7,5,6,3352,小川晃司,finish,32,54,6.90,6,0.23,. .,4-2-1,26770,1-2-4,1410,4-2,10170,2-4,3770
児島,2026/5/15,7,6,5,4510,坂本奈央,finish,62,40,6.82,5,0.27,. .,4-2-1,26770,1-2-4,1410,4-2,10170,2-4,3770
児島,2026/5/15,8,1,5,5048,眞鳥康太,finish,20,47,6.66,4,0.11,1.49.6,5-4-6,2200,4-5-6,1200,5-4,1280,4-5,1030
児島,2026/5/15,8,2,4,5292,佐藤右京,finish,13,20,6.87,5,0.16,1.50.1,5-4-6,2200,4-5-6,1200,5-4,1280,4-5,1030
児島,2026/5/15,8,3,6,4710,福田宗平,finish,45,18,6.83,6,0.14,1.51.4,5-4-6,2200,4-5-6,1200,5-4,1280,4-5,1030
児島,2026/5/15,8,4,1,4424,松尾昂明,finish,29,60,6.71,1,0.11,1.53.3,5-4-6,2200,4-5-6,1200,5-4,1280,4-5,1030
児島,2026/5/15,8,5,2,5288,尾道佳諭,finish,21,59,6.77,2,0.13,. .,5-4-6,2200,4-5-6,1200,5-4,1280,4-5,1030
児島,2026/5/15,8,6,3,4694,高田綾,finish,15,71,6.84,3,0.21,. .,5-4-6,2200,4-5-6,1200,5-4,1280,4-5,1030
児島,2026/5/15,9,1,1,3562,山下和彦,finish,69,32,6.82,1,0.23,1.48.5,1-4-2,3790,1-2-4,1620,1-4,1170,1-4,840
児島,2026/5/15,9,2,4,4998,中村かなえ,finish,63,66,6.91,4,0.14,1.50.6,1-4-2,3790,1-2-4,1620,1-4,1170,1-4,840
児島,2026/5/15,9,3,2,3535,渡修平,finish,38,57,6.79,2,0.15,1.52.6,1-4-2,3790,1-2-4,1620,1-4,1170,1-4,840
児島,2026/5/15,9,4,6,3643,米田隆弘,finish,48,38,6.89,6,0.17,1.53.5,1-4-2,3790,1-2-4,1620,1-4,1170,1-4,840
児島,2026/5/15,9,5,3,4485,楠原正剛,finish,42,17,6.85,3,0.13,. .,1-4-2,3790,1-2-4,1620,1-4,1170,1-4,840
児島,2026/5/15,9,6,5,4077,品田直樹,finish,50,16,6.91,5,0.20,. .,1-4-2,3790,1-2-4,1620,1-4,1170,1-4,840
児島,2026/5/15,10,1,1,5064,品川二千翔,finish,25,23,6.75,1,0.17,1.48.5,1-3-4,730,1-3-4,360,1-3,300,1-3,260
児島,2026/5/15,10,2,3,5057,上田紗奈,finish,55,69,6.67,3,0.23,1.49.3,1-3-4,730,1-3-4,360,1-3,300,1-3,260
児島,2026/5/15,10,3,4,3905,天野友和,finish,36,42,6.77,4,0.20,1.50.7,1-3-4,730,1-3-4,360,1-3,300,1-3,260
児島,2026/5/15,10,4,5,4637,中田友也,finish,47,39,6.79,5,0.22,1.52.1,1-3-4,730,1-3-4,360,1-3,300,1-3,260
児島,2026/5/15,10,5,2,4948,木場悠介,finish,57,74,6.75,2,0.20,. .,1-3-4,730,1-3-4,360,1-3,300,1-3,260
児島,2026/5/15,10,6,6,4079,出畑孝典,finish,51,68,6.72,6,0.24,. .,1-3-4,730,1-3-4,360,1-3,300,1-3,260
児島,2026/5/15,11,1,1,4258,関根彰人,finish,14,49,6.88,1,0.09,1.48.4,1-5-4,20650,1-4-5,2680,1-5,5270,1-5,3940
児島,2026/5/15,11,2,5,3834,細川明人,finish,16,28,6.78,5,0.19,1.50.0,1-5-4,20650,1-4-5,2680,1-5,5270,1-5,3940
児島,2026/5/15,11,3,4,4471,新田泰章,finish,52,27,6.82,4,0.20,1.50.9,1-5-4,20650,1-4-5,2680,1-5,5270,1-5,3940
児島,2026/5/15,11,4,2,4460,後藤翔之,finish,28,70,6.85,2,0.10,1.52.3,1-5-4,20650,1-4-5,2680,1-5,5270,1-5,3940
児島,2026/5/15,11,5,6,4332,村上彰一,finish,70,53,6.84,6,0.21,. .,1-5-4,20650,1-4-5,2680,1-5,5270,1-5,3940
