race_id,˜g”Ô,“o”Ô,p_win,strength,finish_rank
022025081112,1,5132,0.4763,1.000000,2
022025081112,2,4342,0.1188,0.249399,1
022025081112,3,3898,0.1801,0.378094,6
022025081112,4,4236,0.1522,0.319578,4
022025081112,5,3811,0.0405,0.084937,5
022025081112,6,4019,0.0321,0.067344,3
042025081101,1,5290,0.2243,0.800572,6
042025081101,2,4380,0.2226,0.794534,2
042025081101,3,3775,0.1650,0.589085,3
042025081101,4,3662,0.2801,1.000000,1
042025081101,5,4162,0.0618,0.220609,4
042025081101,6,3863,0.0461,0.164729,5
042025081102,1,3889,0.2629,0.826362,2
042025081102,2,4056,0.1214,0.381638,4
042025081102,3,5096,0.2181,0.685433,1
042025081102,4,3742,0.0746,0.234462,3
042025081102,5,4335,0.3182,1.000000,5
042025081102,6,5304,0.0047,0.014796,6
042025081103,1,5252,0.4485,1.000000,1
042025081103,2,3502,0.1086,0.242023,3
042025081103,3,3202,0.0686,0.152850,4
042025081103,4,5038,0.1314,0.292905,5
042025081103,5,3849,0.2387,0.532241,2
042025081103,6,5293,0.0042,0.009453,6
042025081104,1,3507,0.2642,1.000000,5
042025081104,2,4821,0.1852,0.700888,4
042025081104,3,3935,0.1476,0.558902,2
042025081104,4,4306,0.1535,0.580900,1
042025081104,5,3978,0.2357,0.892237,3
042025081104,6,3949,0.0138,0.052395,6
042025081105,1,4452,0.4508,1.000000,1
042025081105,2,4474,0.1038,0.230172,2
042025081105,3,3868,0.0582,0.129017,6
042025081105,4,3679,0.2689,0.596438,3
042025081105,5,4086,0.1059,0.235005,4
042025081105,6,4329,0.0125,0.027777,5
042025081106,1,3775,0.3040,1.000000,2
042025081106,2,3444,0.0708,0.232894,6
042025081106,3,5133,0.1245,0.409575,5
042025081106,4,3813,0.2896,0.952796,1
042025081106,5,3951,0.1843,0.606345,3
042025081106,6,4945,0.0268,0.088269,4
042025081107,1,5063,0.2941,1.000000,1
042025081107,2,4640,0.2015,0.685226,2
042025081107,3,4056,0.0867,0.294887,6
042025081107,4,4380,0.0614,0.208797,5
042025081107,5,5217,0.2845,0.967443,3
042025081107,6,3713,0.0717,0.243945,4
042025081108,1,3202,0.5388,1.000000,1
042025081108,2,3742,0.1521,0.282278,3
042025081108,3,5301,0.0999,0.185462,6
042025081108,4,5100,0.0670,0.124317,2
042025081108,5,3863,0.0610,0.113278,5
042025081108,6,4850,0.0812,0.150724,4
042025081109,1,3662,0.5506,1.000000,1
042025081109,2,3935,0.1502,0.272826,6
042025081109,3,4020,0.0832,0.151127,4
042025081109,4,3889,0.0650,0.118109,3
042025081109,5,5038,0.1257,0.228369,2
042025081109,6,3340,0.0252,0.045760,5
042025081110,1,4335,0.7617,1.000000,1
042025081110,2,4086,0.1261,0.165525,2
042025081110,3,4306,0.0533,0.069999,6
042025081110,4,3868,0.0274,0.035936,5
042025081110,5,3502,0.0256,0.033569,3
042025081110,6,3507,0.0059,0.007756,4
042025081111,1,3849,0.6878,1.000000,1
042025081111,2,3978,0.1298,0.188783,2
042025081111,3,3813,0.0899,0.130700,4
042025081111,4,5096,0.0558,0.081198,6
042025081111,5,4821,0.0220,0.032005,5
042025081111,6,5252,0.0146,0.021253,3
042025081112,1,5217,0.6747,1.000000,2
042025081112,2,3951,0.1048,0.155400,5
042025081112,3,3679,0.1431,0.212100,3
042025081112,4,5133,0.0283,0.041994,4
042025081112,5,4640,0.0335,0.049664,1
042025081112,6,4452,0.0156,0.023065,6
052025081101,1,4813,0.3452,1.000000,3
052025081101,2,4077,0.1137,0.329535,2
052025081101,3,4059,0.1476,0.427628,1
052025081101,4,4460,0.2744,0.794944,5
052025081101,5,4875,0.0612,0.177190,6
052025081101,6,3805,0.0579,0.167769,4
052025081102,1,4779,0.3124,0.984079,5
052025081102,2,5331,0.0444,0.139796,6
052025081102,3,4911,0.1579,0.497455,1
052025081102,4,3256,0.3175,1.000000,2
052025081102,5,4083,0.1312,0.413237,3
052025081102,6,4619,0.0366,0.115222,4
052025081103,1,5066,0.4926,1.000000,1
052025081103,2,4568,0.2290,0.464900,5
052025081103,3,4421,0.0460,0.093359,2
052025081103,4,4540,0.1230,0.249694,4
052025081103,5,5411,0.0054,0.010943,6
052025081103,6,3590,0.1041,0.211285,3
052025081104,1,4728,0.3818,1.000000,1
052025081104,2,4465,0.1259,0.329852,3
052025081104,3,4134,0.2160,0.565641,4
052025081104,4,3613,0.2236,0.585640,2
052025081104,5,4641,0.0390,0.102059,6
052025081104,6,5186,0.0137,0.035997,5
052025081105,1,4186,0.2268,0.788419,2
052025081105,2,3293,0.0833,0.289502,6
052025081105,3,4496,0.2650,0.921321,3
052025081105,4,5023,0.0997,0.346609,5
052025081105,5,4075,0.2876,1.000000,1
052025081105,6,3681,0.0377,0.130930,4
052025081106,1,4152,0.4290,1.000000,2
052025081106,2,4230,0.3296,0.768308,5
052025081106,3,4077,0.0633,0.147559,3
052025081106,4,3641,0.1202,0.280288,4
052025081106,5,4619,0.0424,0.098922,1
052025081106,6,4274,0.0155,0.036136,6
052025081107,1,4421,0.2067,0.383270,2
052025081107,2,4535,0.5394,1.000000,4
052025081107,3,3313,0.0728,0.134901,6
052025081107,4,5359,0.0245,0.045406,5
052025081107,5,4460,0.1482,0.274699,3
052025081107,6,5331,0.0085,0.015793,1
052025081108,1,4575,0.6325,1.000000,1
052025081108,2,3805,0.1241,0.196167,5
052025081108,3,3256,0.1866,0.295055,2
052025081108,4,4728,0.0385,0.060927,3
052025081108,5,3306,0.0165,0.026057,4
052025081108,6,5411,0.0017,0.002736,6
052025081109,1,3613,0.7371,1.000000,2
052025081109,2,3681,0.0959,0.130169,6
052025081109,3,4779,0.0496,0.067292,3
052025081109,4,4875,0.0626,0.084959,1
052025081109,5,5292,0.0134,0.018129,4
052025081109,6,4568,0.0414,0.056141,5
052025081110,1,4083,0.5647,1.000000,1
052025081110,2,5186,0.0362,0.064102,6
052025081110,3,3590,0.3011,0.533126,2
052025081110,4,4281,0.0593,0.104954,5
052025081110,5,4145,0.0186,0.032953,4
052025081110,6,4059,0.0201,0.035642,3
052025081111,1,4496,0.5739,1.000000,1
052025081111,2,4152,0.1231,0.214492,2
052025081111,3,4540,0.1262,0.219912,3
052025081111,4,3517,0.0876,0.152558,6
052025081111,5,4906,0.0709,0.123464,4
052025081111,6,4465,0.0184,0.032063,5
052025081112,1,4075,0.6319,1.000000,1
052025081112,2,4928,0.1244,0.196935,2
052025081112,3,4430,0.0609,0.096431,4
052025081112,4,4535,0.1291,0.204365,3
052025081112,5,3641,0.0362,0.057242,5
052025081112,6,4134,0.0174,0.027479,6
062025081101,1,5129,0.4522,1.000000,1
062025081101,2,4773,0.1067,0.235878,2
062025081101,3,4373,0.1514,0.334873,6
062025081101,4,3999,0.1844,0.407878,4
062025081101,5,4478,0.0602,0.133137,5
062025081101,6,4845,0.0450,0.099558,3
062025081102,1,3611,0.5226,1.000000,4
062025081102,2,4286,0.0778,0.148830,5
062025081102,3,5088,0.2502,0.478828,6
062025081102,4,3645,0.0544,0.104050,3
062025081102,5,4017,0.0570,0.109027,2
062025081102,6,4825,0.0381,0.072868,1
062025081103,1,4627,0.4321,1.000000,4
062025081103,2,5163,0.1264,0.292560,2
062025081103,3,3900,0.1833,0.424193,5
062025081103,4,4963,0.1949,0.451175,1
062025081103,5,4758,0.0373,0.086234,3
062025081103,6,4014,0.0261,0.060354,6
062025081104,1,3618,0.4936,1.000000,1
062025081104,2,3845,0.1284,0.260138,6
062025081104,3,5205,0.0954,0.193283,2
062025081104,4,4240,0.1403,0.284284,5
062025081104,5,4546,0.0972,0.196832,3
062025081104,6,4117,0.0451,0.091445,4
062025081105,1,4804,0.4176,1.000000,5
062025081105,2,4746,0.1612,0.385964,2
062025081105,3,4190,0.1630,0.390297,1
062025081105,4,4433,0.1664,0.398401,4
062025081105,5,3232,0.0529,0.126713,3
062025081105,6,4791,0.0388,0.092993,6
062025081106,1,4530,0.6191,1.000000,1
062025081106,2,4183,0.0909,0.146785,6
062025081106,3,4738,0.0953,0.153983,4
062025081106,4,4961,0.1069,0.172618,2
062025081106,5,4447,0.0568,0.091712,3
062025081106,6,3435,0.0310,0.050099,5
062025081107,1,4123,0.5355,1.000000,3
062025081107,2,3645,0.0579,0.108184,6
062025081107,3,4482,0.2194,0.409789,1
062025081107,4,4845,0.0947,0.176930,4
062025081107,5,4927,0.0485,0.090626,2
062025081107,6,4225,0.0439,0.082028,5
062025081108,1,3999,0.4985,1.000000,1
062025081108,2,4611,0.1061,0.212846,2
062025081108,3,4963,0.1862,0.373550,6
062025081108,4,5088,0.1589,0.318698,3
062025081108,5,4536,0.0258,0.051666,4
062025081108,6,4065,0.0246,0.049329,5
062025081109,1,4546,0.5604,1.000000,1
062025081109,2,4473,0.1339,0.238901,3
062025081109,3,4347,0.1082,0.193060,4
062025081109,4,5163,0.0890,0.158843,6
062025081109,5,4433,0.0783,0.139663,5
062025081109,6,4289,0.0303,0.054084,2
062025081110,1,4758,0.3731,1.000000,3
062025081110,2,4190,0.1952,0.523154,1
062025081110,3,5129,0.1422,0.381266,4
062025081110,4,5205,0.0923,0.247355,6
062025081110,5,3611,0.1029,0.275721,5
062025081110,6,4530,0.0944,0.252962,2
062025081111,1,4447,0.5853,1.000000,2
062025081111,2,4017,0.1062,0.181469,5
062025081111,3,4123,0.1609,0.274933,4
062025081111,4,3618,0.0818,0.139772,3
062025081111,5,4804,0.0410,0.069995,1
062025081111,6,4627,0.0248,0.042359,6
062025081112,1,4456,0.4290,1.000000,1
062025081112,2,4502,0.1821,0.424475,2
062025081112,3,4642,0.1393,0.324733,4
062025081112,4,4387,0.1418,0.330527,3
062025081112,5,4590,0.0872,0.203266,6
062025081112,6,4884,0.0206,0.048023,5
072025081101,1,4139,0.2258,0.775341,3
072025081101,2,5321,0.0826,0.283599,2
072025081101,3,5137,0.2115,0.726189,1
072025081101,4,4199,0.2912,1.000000,4
072025081101,5,4824,0.1556,0.534223,6
072025081101,6,3315,0.0333,0.114318,5
072025081102,1,3712,0.3506,1.000000,1
072025081102,2,4483,0.2875,0.819913,2
072025081102,3,3831,0.0592,0.168772,3
072025081102,4,4793,0.2157,0.615094,6
072025081102,5,3957,0.0386,0.110144,5
072025081102,6,5089,0.0484,0.138142,4
072025081103,1,3893,0.4040,1.000000,2
072025081103,2,3990,0.1110,0.274758,3
072025081103,3,4369,0.2049,0.507021,1
072025081103,4,3988,0.1692,0.418783,5
072025081103,5,3967,0.0314,0.077592,4
072025081103,6,3554,0.0795,0.196860,6
072025081104,1,3690,0.3554,1.000000,4
072025081104,2,5139,0.1225,0.344815,5
072025081104,3,5068,0.2941,0.827647,1
072025081104,4,4308,0.1366,0.384481,2
072025081104,5,4630,0.0885,0.248980,3
072025081104,6,5383,0.0028,0.007778,6
072025081105,1,5061,0.3218,0.896347,5
072025081105,2,5262,0.0349,0.097249,3
072025081105,3,4442,0.1172,0.326335,6
072025081105,4,5266,0.0264,0.073580,4
072025081105,5,3941,0.3590,1.000000,1
072025081105,6,4269,0.1406,0.391737,2
072025081106,1,4793,0.6408,1.000000,1
072025081106,2,4139,0.0309,0.048286,3
072025081106,3,3848,0.0777,0.121174,4
072025081106,4,5183,0.0577,0.090069,6
072025081106,5,3946,0.1461,0.227999,2
072025081106,6,4650,0.0467,0.072943,5
072025081107,1,3988,0.5182,1.000000,1
072025081107,2,3519,0.0643,0.124010,5
072025081107,3,4914,0.2790,0.538411,3
072025081107,4,4067,0.1146,0.221101,2
072025081107,5,5169,0.0118,0.022806,6
072025081107,6,5321,0.0122,0.023490,4
072025081108,1,4630,0.5707,1.000000,1
072025081108,2,4526,0.1150,0.201565,2
072025081108,3,4276,0.1918,0.336018,3
072025081108,4,3967,0.0420,0.073507,5
072025081108,5,5232,0.0421,0.073843,
072025081108,6,5196,0.0384,0.067255,4
072025081109,1,4043,0.6020,1.000000,2
072025081109,2,3893,0.0547,0.090905,3
072025081109,3,4199,0.1665,0.276510,4
072025081109,4,4442,0.0692,0.114948,6
072025081109,5,5068,0.0970,0.161205,1
072025081109,6,3957,0.0106,0.017642,5
072025081110,1,4118,0.6563,1.000000,1
072025081110,2,3554,0.1433,0.218408,5
072025081110,3,4527,0.0178,0.027172,3
072025081110,4,4824,0.1145,0.174507,6
072025081110,5,4483,0.0637,0.097044,2
072025081110,6,5262,0.0043,0.006596,4
072025081111,1,4914,0.6890,1.000000,1
072025081111,2,3712,0.0228,0.033156,3
072025081111,3,3946,0.1218,0.176820,2
072025081111,4,4369,0.0607,0.088068,5
072025081111,5,4269,0.0879,0.127614,4
072025081111,6,5137,0.0177,0.025681,6
072025081112,1,4276,0.5243,1.000000,1
072025081112,2,4308,0.0674,0.128528,4
072025081112,3,3941,0.2854,0.544334,2
072025081112,4,5089,0.0664,0.126713,3
072025081112,5,3848,0.0315,0.060046,5
072025081112,6,4067,0.0251,0.047863,6
082025081101,1,5125,0.8358,1.000000,3
082025081101,2,3895,0.0189,0.022622,5
082025081101,3,4943,0.0624,0.074673,6
082025081101,4,3637,0.0346,0.041351,1
082025081101,5,5033,0.0281,0.033631,2
082025081101,6,4016,0.0202,0.024128,4
082025081102,1,4215,0.6509,1.000000,1
082025081102,2,4988,0.0442,0.067832,5
082025081102,3,5197,0.2141,0.328839,2
082025081102,4,3455,0.0395,0.060631,3
082025081102,5,5345,0.0083,0.012781,6
082025081102,6,4228,0.0431,0.066174,4
082025081103,1,3934,0.4134,1.000000,2
082025081103,2,4518,0.2161,0.522708,3
082025081103,3,4062,0.1025,0.247978,5
082025081103,4,3621,0.1082,0.261611,4
082025081103,5,4570,0.1562,0.377890,1
082025081103,6,5405,0.0035,0.008559,6
082025081104,1,4231,0.4231,1.000000,6
082025081104,2,4516,0.1299,0.307067,3
082025081104,3,4960,0.1294,0.305770,1
082025081104,4,4080,0.1643,0.388293,2
082025081104,5,4084,0.1268,0.299628,4
082025081104,6,4142,0.0266,0.062853,5
082025081105,1,4457,0.3634,1.000000,3
082025081105,2,4509,0.1933,0.532019,4
082025081105,3,4417,0.0925,0.254592,6
082025081105,4,5166,0.1384,0.380875,1
082025081105,5,3730,0.0535,0.147114,5
082025081105,6,4337,0.1589,0.437231,2
082025081106,1,4983,0.7106,1.000000,1
082025081106,2,3542,0.0296,0.041657,5
082025081106,3,5002,0.1251,0.176112,6
082025081106,4,4298,0.0635,0.089330,3
082025081106,5,4409,0.0618,0.086916,2
082025081106,6,5033,0.0094,0.013278,4
082025081107,1,3637,0.3320,0.909419,3
082025081107,2,4215,0.1340,0.367139,2
082025081107,3,3981,0.0756,0.207218,5
082025081107,4,4074,0.3650,1.000000,1
082025081107,5,5405,0.0073,0.020062,6
082025081107,6,4786,0.0861,0.235767,4
082025081108,1,3895,0.1572,0.454392,6
082025081108,2,4228,0.1707,0.493420,3
082025081108,3,4142,0.1628,0.470621,4
082025081108,4,4376,0.1460,0.422021,2
082025081108,5,4586,0.3459,1.000000,1
082025081108,6,4752,0.0176,0.050879,5
082025081109,1,4604,0.8007,1.000000,1
082025081109,2,4706,0.0437,0.054559,3
082025081109,3,3730,0.0349,0.043564,5
082025081109,4,5125,0.0686,0.085637,6
082025081109,5,4518,0.0467,0.058301,2
082025081109,6,4988,0.0054,0.006794,4
082025081110,1,4084,0.7539,1.000000,2
082025081110,2,3945,0.0138,0.018274,6
082025081110,3,4910,0.1412,0.187246,1
082025081110,4,4016,0.0346,0.045872,3
082025081110,5,5166,0.0387,0.051285,5
082025081110,6,4298,0.0179,0.023690,4
082025081111,1,4074,0.7430,1.000000,3
082025081111,2,4570,0.0831,0.111778,1
082025081111,3,3542,0.0220,0.029593,6
082025081111,4,4943,0.0239,0.032146,4
082025081111,5,4337,0.1076,0.144849,2
082025081111,6,4516,0.0204,0.027513,5
082025081112,1,4586,0.7722,1.000000,1
082025081112,2,4786,0.0710,0.091895,3
082025081112,3,4509,0.0527,0.068263,
082025081112,4,4983,0.0584,0.075584,
082025081112,5,4960,0.0292,0.037760,2
082025081112,6,5197,0.0166,0.021485,4
112025081101,1,5280,0.4727,1.000000,1
112025081101,2,3965,0.1644,0.347833,2
112025081101,3,4761,0.2732,0.577927,4
112025081101,4,4740,0.0432,0.091370,5
112025081101,5,4327,0.0405,0.085748,3
112025081101,6,5353,0.0060,0.012717,6
112025081102,1,4120,0.4766,1.000000,1
112025081102,2,4992,0.0494,0.103550,2
112025081102,3,4448,0.2913,0.611185,3
112025081102,4,3852,0.0850,0.178331,5
112025081102,5,5379,0.0048,0.010066,6
112025081102,6,4137,0.0929,0.194894,4
112025081103,1,4182,0.3318,1.000000,3
112025081103,2,3839,0.0772,0.232671,4
112025081103,3,3761,0.0887,0.267456,5
112025081103,4,5050,0.1095,0.329865,6
112025081103,5,3721,0.3301,0.994901,1
112025081103,6,3918,0.0627,0.188842,2
112025081104,1,4068,0.4145,1.000000,2
112025081104,2,4388,0.1681,0.405567,3
112025081104,3,4039,0.1307,0.315375,4
112025081104,4,5017,0.2205,0.531946,1
112025081104,5,4639,0.0304,0.073443,5
112025081104,6,3968,0.0357,0.086091,6
112025081105,1,4253,0.2316,0.745672,4
112025081105,2,4677,0.1868,0.601503,5
112025081105,3,4012,0.2059,0.662700,1
112025081105,4,4840,0.0557,0.179378,6
112025081105,5,4686,0.3106,1.000000,3
112025081105,6,5344,0.0093,0.029947,2
112025081106,1,4918,0.3632,0.956984,5
112025081106,2,4200,0.0701,0.184577,2
112025081106,3,4262,0.3796,1.000000,1
112025081106,4,5329,0.0319,0.084171,4
112025081106,5,3606,0.0849,0.223776,6
112025081106,6,4828,0.0703,0.185163,3
112025081107,1,4356,0.7176,1.000000,2
112025081107,2,4743,0.1567,0.218373,1
112025081107,3,4327,0.0375,0.052292,4
112025081107,4,4120,0.0629,0.087590,3
112025081107,5,4182,0.0231,0.032233,5
112025081107,6,5400,0.0021,0.002977,6
112025081108,1,5017,0.7800,1.000000,1
112025081108,2,4740,0.0251,0.032187,6
112025081108,3,3839,0.0416,0.053295,2
112025081108,4,5229,0.0828,0.106114,3
112025081108,5,4649,0.0690,0.088477,5
112025081108,6,5379,0.0015,0.001960,4
112025081109,1,5050,0.4833,1.000000,1
112025081109,2,4448,0.3039,0.628753,3
112025081109,3,4639,0.0580,0.120002,5
112025081109,4,5275,0.0672,0.139016,4
112025081109,5,5353,0.0095,0.019568,6
112025081109,6,4218,0.0782,0.161748,2
112025081110,1,4012,0.5856,1.000000,1
112025081110,2,3761,0.0545,0.093010,3
112025081110,3,4181,0.0463,0.078988,5
112025081110,4,4262,0.2200,0.375683,2
112025081110,5,4761,0.0816,0.139412,4
112025081110,6,4382,0.0120,0.020514,6
112025081111,1,3721,0.7812,1.000000,1
112025081111,2,3606,0.0527,0.067480,3
112025081111,3,4356,0.0912,0.116741,2
112025081111,4,4039,0.0383,0.049000,6
112025081111,5,3852,0.0216,0.027696,4
112025081111,6,4677,0.0150,0.019179,5
112025081112,1,4686,0.8261,1.000000,1
112025081112,2,4828,0.0990,0.119856,4
112025081112,3,5179,0.0180,0.021849,5
112025081112,4,4992,0.0162,0.019578,6
112025081112,5,3965,0.0252,0.030548,3
112025081112,6,5229,0.0154,0.018647,2
132025081101,1,5333,0.2295,0.397494,1
132025081101,2,5264,0.0928,0.160721,4
132025081101,3,4002,0.5775,1.000000,2
132025081101,4,5350,0.0397,0.068696,3
132025081101,5,4656,0.0563,0.097581,5
132025081101,6,5396,0.0042,0.007247,6
132025081102,1,4648,0.4592,1.000000,4
132025081102,2,4365,0.1111,0.241887,3
132025081102,3,5161,0.2099,0.457084,5
132025081102,4,5324,0.0144,0.031452,6
132025081102,5,4877,0.1858,0.404675,1
132025081102,6,3339,0.0195,0.042443,2
132025081103,1,5273,0.2670,0.912888,5
132025081103,2,3612,0.2808,0.959962,4
132025081103,3,4404,0.0631,0.215700,1
132025081103,4,3854,0.2925,1.000000,2
132025081103,5,5297,0.0089,0.030332,6
132025081103,6,4857,0.0876,0.299545,3
132025081104,1,4176,0.2688,0.921361,4
132025081104,2,4446,0.2918,1.000000,1
132025081104,3,5003,0.0524,0.179544,6
132025081104,4,5016,0.2225,0.762693,3
132025081104,5,4295,0.1602,0.548927,2
132025081104,6,5386,0.0043,0.014777,5
132025081105,1,5126,0.6733,1.000000,1
132025081105,2,4449,0.0336,0.049838,6
132025081105,3,4725,0.0529,0.078544,2
132025081105,4,4025,0.2003,0.297475,3
132025081105,5,5350,0.0131,0.019483,4
132025081105,6,3484,0.0268,0.039799,5
132025081106,1,4543,0.7682,1.000000,1
132025081106,2,3828,0.0524,0.068161,3
132025081106,3,4656,0.0372,0.048411,4
132025081106,4,4654,0.1108,0.144230,2
132025081106,5,4365,0.0204,0.026560,5
132025081106,6,4965,0.0110,0.014319,6
132025081107,1,5161,0.5745,1.000000,1
132025081107,2,4040,0.1783,0.310396,2
132025081107,3,5297,0.0153,0.026656,5
132025081107,4,4057,0.1575,0.274082,4
132025081107,5,5333,0.0164,0.028620,6
132025081107,6,4290,0.0579,0.100799,3
132025081108,1,5188,0.4272,1.000000,4
132025081108,2,4105,0.1872,0.438335,2
132025081108,3,4648,0.0948,0.221918,6
132025081108,4,4925,0.1387,0.324772,1
132025081108,5,5273,0.0383,0.089571,5
132025081108,6,4002,0.1138,0.266501,3
132025081109,1,4025,0.5880,1.000000,3
132025081109,2,4055,0.1102,0.187381,2
132025081109,3,4877,0.1383,0.235211,1
132025081109,4,4857,0.1451,0.246842,5
132025081109,5,5247,0.0118,0.020148,4
132025081109,6,5003,0.0065,0.011102,6
132025081110,1,5016,0.5095,1.000000,1
132025081110,2,3854,0.1971,0.386746,2
132025081110,3,4543,0.1819,0.357066,5
132025081110,4,5126,0.0845,0.165936,3
132025081110,5,5264,0.0145,0.028474,6
132025081110,6,4982,0.0125,0.024441,4
132025081111,1,4654,0.5712,1.000000,1
132025081111,2,4295,0.1774,0.310643,2
132025081111,3,4633,0.0654,0.114454,3
132025081111,4,4512,0.1436,0.251353,5
132025081111,5,4790,0.0331,0.057868,4
132025081111,6,4725,0.0094,0.016504,6
132025081112,1,4278,0.7127,1.000000,1
132025081112,2,3484,0.0712,0.099938,6
132025081112,3,4735,0.0386,0.054200,4
132025081112,4,3612,0.1177,0.165128,2
132025081112,5,3828,0.0250,0.035084,3
132025081112,6,4446,0.0347,0.048700,5
152025081101,1,3432,0.7357,1.000000,2
152025081101,2,5031,0.1089,0.148086,1
152025081101,3,5315,0.0564,0.076727,3
152025081101,4,5244,0.0687,0.093425,5
152025081101,5,5407,0.0142,0.019256,6
152025081101,6,3246,0.0160,0.021765,4
152025081102,1,4098,0.4800,1.000000,5
152025081102,2,4691,0.1129,0.235216,1
152025081102,3,5276,0.1978,0.412052,4
152025081102,4,3277,0.0610,0.127106,6
152025081102,5,5005,0.0786,0.163739,3
152025081102,6,4133,0.0697,0.145170,2
152025081103,1,3834,0.3036,0.750659,6
152025081103,2,4211,0.1006,0.248740,2
152025081103,3,4672,0.0967,0.239128,3
152025081103,4,5043,0.4044,1.000000,1
152025081103,5,5279,0.0652,0.161272,5
152025081103,6,3619,0.0295,0.072904,4
152025081104,1,3569,0.4365,1.000000,4
152025081104,2,4140,0.3180,0.728624,3
152025081104,3,5171,0.0454,0.103955,6
152025081104,4,4694,0.0787,0.180276,2
152025081104,5,5245,0.0689,0.157762,1
152025081104,6,4900,0.0526,0.120488,5
152025081105,1,4111,0.6073,1.000000,6
152025081105,2,4941,0.0389,0.064031,4
152025081105,3,5152,0.0491,0.080810,5
152025081105,4,5226,0.1543,0.254111,1
152025081105,5,5057,0.0710,0.116850,2
152025081105,6,4379,0.0795,0.130860,3
152025081106,1,4951,0.5570,1.000000,2
152025081106,2,5257,0.2355,0.422820,3
152025081106,3,3246,0.0248,0.044513,4
152025081106,4,4973,0.0522,0.093719,6
152025081106,5,4659,0.1222,0.219343,1
152025081106,6,3528,0.0083,0.014886,5
152025081107,1,4319,0.5948,1.000000,2
152025081107,2,5005,0.0779,0.130960,3
152025081107,3,5198,0.0326,0.054864,4
152025081107,4,4847,0.2142,0.360171,5
152025081107,5,5278,0.0777,0.130707,1
152025081107,6,5407,0.0027,0.004563,6
152025081108,1,5015,0.8847,1.000000,1
152025081108,2,5171,0.0148,0.016728,5
152025081108,3,3432,0.0348,0.039299,3
152025081108,4,4211,0.0266,0.030106,6
152025081108,5,4691,0.0191,0.021554,4
152025081108,6,5093,0.0201,0.022698,2
152025081109,1,4140,0.7673,1.000000,1
152025081109,2,4675,0.0588,0.076605,4
152025081109,3,4133,0.1195,0.155704,2
152025081109,4,3834,0.0199,0.025980,5
152025081109,5,5031,0.0179,0.023295,3
152025081109,6,3482,0.0166,0.021635,6
152025081110,1,5043,0.8545,1.000000,1
152025081110,2,5152,0.0168,0.019694,3
152025081110,3,4900,0.0665,0.077767,2
152025081110,4,4951,0.0460,0.053809,4
152025081110,5,5244,0.0100,0.011750,5
152025081110,6,3277,0.0062,0.007250,6
152025081111,1,5278,0.7197,1.000000,1
152025081111,2,5315,0.0183,0.025488,4
152025081111,3,4694,0.0519,0.072157,3
152025081111,4,4379,0.1321,0.183528,2
152025081111,5,4672,0.0232,0.032282,5
152025081111,6,4659,0.0546,0.075917,6
152025081112,1,5226,0.5163,1.000000,1
152025081112,2,3619,0.0478,0.092550,3
152025081112,3,5015,0.2229,0.431690,2
152025081112,4,5276,0.0609,0.118026,5
152025081112,5,5257,0.0951,0.184186,6
152025081112,6,4847,0.0571,0.110561,4
162025081101,1,3642,0.4725,1.000000,2
162025081101,2,5211,0.1540,0.325909,5
162025081101,3,4747,0.1050,0.222295,6
162025081101,4,5039,0.1883,0.398606,1
162025081101,5,5258,0.0527,0.111619,4
162025081101,6,4268,0.0275,0.058115,3
162025081102,1,4665,0.5814,1.000000,1
162025081102,2,5037,0.1291,0.221990,2
162025081102,3,4681,0.0747,0.128440,5
162025081102,4,5261,0.0768,0.132076,3
162025081102,5,4574,0.0850,0.146155,4
162025081102,6,3680,0.0530,0.091220,6
162025081103,1,5071,0.5556,1.000000,6
162025081103,2,4995,0.1100,0.198008,3
162025081103,3,3714,0.0973,0.175105,4
162025081103,4,4837,0.0955,0.171884,2
162025081103,5,5085,0.0628,0.112967,1
162025081103,6,4293,0.0788,0.141821,5
162025081104,1,4431,0.4661,1.000000,4
162025081104,2,3944,0.2834,0.608135,3
162025081104,3,4435,0.0994,0.213248,2
162025081104,4,3963,0.1261,0.270476,1
162025081104,5,5343,0.0131,0.028056,6
162025081104,6,3372,0.0120,0.025662,5
162025081105,1,4643,0.8117,1.000000,1
162025081105,2,3566,0.0398,0.049077,3
162025081105,3,4989,0.0804,0.099082,2
162025081105,4,5082,0.0399,0.049157,4
162025081105,5,5127,0.0139,0.017100,6
162025081105,6,3643,0.0142,0.017552,5
162025081106,1,5258,0.2649,0.521471,1
162025081106,2,3891,0.0822,0.161774,4
162025081106,3,3997,0.5080,1.000000,3
162025081106,4,4439,0.0696,0.136956,5
162025081106,5,3226,0.0401,0.079009,6
162025081106,6,3933,0.0351,0.069112,2
162025081107,1,5261,0.2415,0.496008,5
162025081107,2,3642,0.0631,0.129676,4
162025081107,3,4713,0.4868,1.000000,2
162025081107,4,5071,0.0865,0.177693,1
162025081107,5,4432,0.0917,0.188428,3
162025081107,6,5253,0.0304,0.062480,
162025081108,1,3714,0.4739,1.000000,4
162025081108,2,4665,0.1190,0.251233,6
162025081108,3,4785,0.1178,0.248648,3
162025081108,4,4268,0.0612,0.129255,5
162025081108,5,3963,0.1396,0.294695,1
162025081108,6,4411,0.0884,0.186512,2
162025081109,1,4776,0.8416,1.000000,1
162025081109,2,5039,0.0510,0.060649,2
162025081109,3,4957,0.0686,0.081523,5
162025081109,4,3372,0.0178,0.021146,3
162025081109,5,4681,0.0093,0.011061,6
