race_id,枠番,日付,場コード,会場,レース,登番,選手名,class_ord,class_gap,win_rate_national,winrate_rank_in_race,winrate_diff_top,motor_top2_rate,motor_rank_in_race,st_avg,st_rank_in_race,field_strength_std
012025081410,4,2025-08-14,01,桐生,10,3448,高山秀雄,2,-2,4.2300,6,2.5200,37.6800,2,0.1883,5,0.8393
012025081410,5,2025-08-14,01,桐生,10,3406,中里英夫,3,-1,5.7300,2,1.0200,33.3300,3,0.1433,3,0.8393
012025081410,6,2025-08-14,01,桐生,10,5070,中島航,2,-2,4.4100,5,2.3400,27.7800,5,0.1400,2,0.8393
012025081411,1,2025-08-14,01,桐生,11,4539,金子賢志,4,0,6.1700,3,0.2100,45.4500,1,0.1550,4,0.4820
012025081411,2,2025-08-14,01,桐生,11,4645,上村純一,3,-1,6.3800,1,0.0000,40.0000,4,0.1014,2,0.4820
012025081411,3,2025-08-14,01,桐生,11,4819,蜂須瑞生,2,-2,5.3200,5,1.0600,36.5000,6,0.1520,3,0.4820
012025081411,4,2025-08-14,01,桐生,11,5141,大澤風葵,4,0,6.3200,2,0.0600,42.1800,3,0.0933,1,0.4820
012025081411,5,2025-08-14,01,桐生,11,5150,坂本雄紀,3,-1,5.6000,4,0.7800,39.6300,5,0.1571,5,0.4820
012025081411,6,2025-08-14,01,桐生,11,5234,塚越海斗,2,-2,5.1800,6,1.2000,43.8400,2,0.1757,6,0.4820
012025081412,1,2025-08-14,01,桐生,12,3532,柴田光,4,0,7.2300,2,0.6400,50.0000,1,0.1610,4,1.5244
012025081412,2,2025-08-14,01,桐生,12,5006,久保原秀,2,-2,4.4900,4,3.3800,28.8600,4,0.2023,6,1.5244
012025081412,3,2025-08-14,01,桐生,12,4887,富澤祐作,3,-1,4.1900,5,3.6800,28.1300,5,0.1336,1,1.5244
012025081412,4,2025-08-14,01,桐生,12,4851,関浩哉,4,0,7.8700,1,0.0000,31.3700,2,0.1580,3,1.5244
012025081412,5,2025-08-14,01,桐生,12,4987,島倉都,2,-2,3.9600,6,3.9100,27.2700,6,0.1800,5,1.5244
012025081412,6,2025-08-14,01,桐生,12,5216,長谷川晴,3,-1,6.0800,3,1.7900,30.0800,3,0.1444,2,1.5244
012025081501,1,2025-08-15,01,桐生,1,3652,森下勇,2,0,3.4400,3,0.7900,32.8900,4,0.1717,3,0.9973
012025081501,2,2025-08-15,01,桐生,1,5306,河内悠利,2,0,2.3200,5,1.9100,31.0800,5,0.2167,6,0.9973
012025081501,3,2025-08-15,01,桐生,1,3448,高山秀雄,2,0,4.2300,1,0.0000,37.6800,2,0.1879,4,0.9973
012025081501,4,2025-08-15,01,桐生,1,5153,佐藤ほの,2,0,4.1700,2,0.0600,27.6400,6,0.1167,1,0.9973
012025081501,5,2025-08-15,01,桐生,1,5283,植木美帆,1,-1,3.0800,4,1.1500,40.9100,1,0.2160,5,0.9973
012025081501,6,2025-08-15,01,桐生,1,5390,高橋涼夏,1,-1,1.4200,6,2.8100,34.1900,3,0.1400,2,0.9973
012025081502,1,2025-08-15,01,桐生,2,3475,橋本久和,3,0,5.2500,2,0.2300,39.3400,1,0.2020,6,1.1289
012025081502,2,2025-08-15,01,桐生,2,5320,岩崎麗子,1,-2,2.0100,6,3.4700,30.3900,3,0.1400,2,1.1289
012025081502,3,2025-08-15,01,桐生,2,5070,中島航,2,-1,4.4100,3,1.0700,27.7800,5,0.1433,3,1.1289
012025081502,4,2025-08-15,01,桐生,2,4637,中田友也,2,-1,5.4800,1,0.0000,34.6900,2,0.1300,1,1.1289
012025081502,5,2025-08-15,01,桐生,2,4987,島倉都,2,-1,3.9600,5,1.5200,27.2700,6,0.1779,4,1.1289
012025081502,6,2025-08-15,01,桐生,2,3827,今泉徹,2,-1,4.1100,4,1.3700,29.6300,4,0.1783,5,1.1289
012025081503,1,2025-08-15,01,桐生,3,4819,蜂須瑞生,2,-1,5.3200,4,0.3900,36.5000,4,0.1729,4,1.9941
012025081503,2,2025-08-15,01,桐生,3,5213,湯淺紀香,2,-1,5.5900,2,0.1200,28.4600,6,0.2200,6,1.9941
012025081503,3,2025-08-15,01,桐生,3,3993,永井聖美,2,-1,5.4700,3,0.2400,31.8200,5,0.1725,3,1.9941
012025081503,4,2025-08-15,01,桐生,3,3686,鳥居塚孝,3,0,5.7100,1,0.0000,41.9400,2,0.1500,2,1.9941
012025081503,5,2025-08-15,01,桐生,3,5364,金子怜央,1,-2,1.3400,5,4.3700,37.8400,3,0.1300,1,1.9941
012025081503,6,2025-08-15,01,桐生,3,5402,塚越陸斗,1,-2,1.2600,6,4.4500,45.1900,1,0.2180,5,1.9941
012025081504,1,2025-08-15,01,桐生,4,3653,品川賢次,2,-2,4.0500,4,2.3100,36.9100,3,0.1833,1,1.6871
012025081504,2,2025-08-15,01,桐生,4,3973,崎利仁,2,-2,4.3100,3,2.0500,36.2200,4,0.1900,2,1.6871
012025081504,3,2025-08-15,01,桐生,4,3441,土屋太朗,2,-2,4.9200,2,1.4400,30.6000,6,0.2112,6,1.6871
012025081504,4,2025-08-15,01,桐生,4,5365,石村日奈,1,-3,1.8500,5,4.5100,39.2000,2,0.2020,4,1.6871
012025081504,5,2025-08-15,01,桐生,4,5341,山道諄也,1,-3,1.5300,6,4.8300,34.7300,5,0.1988,3,1.6871
012025081504,6,2025-08-15,01,桐生,4,3740,大澤普司,4,0,6.3600,1,0.0000,40.0000,1,0.2067,5,1.6871
012025081505,1,2025-08-15,01,桐生,5,3448,高山秀雄,2,-2,4.2300,4,1.5500,37.6800,3,0.1879,5,1.1349
012025081505,2,2025-08-15,01,桐生,5,4486,野村誠,4,0,5.7800,1,0.0000,39.5300,1,0.1476,3,1.1349
012025081505,3,2025-08-15,01,桐生,5,4550,石岡将太,2,-2,5.3000,2,0.4800,33.5300,4,0.1436,2,1.1349
012025081505,4,2025-08-15,01,桐生,5,3652,森下勇,2,-2,3.4400,5,2.3400,32.8900,5,0.1717,4,1.1349
012025081505,5,2025-08-15,01,桐生,5,5006,久保原秀,2,-2,4.4900,3,1.2900,28.8600,6,0.1913,6,1.1349
012025081505,6,2025-08-15,01,桐生,5,5377,鳥居塚嶺,1,-3,2.3600,6,3.4200,38.8900,2,0.1150,1,1.1349
012025081506,1,2025-08-15,01,桐生,6,4645,上村純一,3,0,6.3800,1,0.0000,40.0000,2,0.1022,1,1.7631
012025081506,2,2025-08-15,01,桐生,6,3827,今泉徹,2,-1,4.1100,3,2.2700,29.6300,5,0.1783,5,1.7631
012025081506,3,2025-08-15,01,桐生,6,5283,植木美帆,1,-2,3.0800,4,3.3000,40.9100,1,0.2160,6,1.7631
012025081506,4,2025-08-15,01,桐生,6,5070,中島航,2,-1,4.4100,2,1.9700,27.7800,6,0.1433,4,1.7631
012025081506,5,2025-08-15,01,桐生,6,5390,高橋涼夏,1,-2,1.4200,5,4.9600,34.1900,4,0.1400,3,1.7631
012025081506,6,2025-08-15,01,桐生,6,5364,金子怜央,1,-2,1.3400,6,5.0400,37.8400,3,0.1300,2,1.7631
012025081507,1,2025-08-15,01,桐生,7,3686,鳥居塚孝,3,0,5.7100,1,0.0000,41.9400,2,0.1500,2,1.8652
012025081507,2,2025-08-15,01,桐生,7,4637,中田友也,2,-1,5.4800,2,0.2300,34.6900,5,0.1300,1,1.8652
012025081507,3,2025-08-15,01,桐生,7,3475,橋本久和,3,0,5.2500,3,0.4600,39.3400,3,0.2020,3,1.8652
012025081507,4,2025-08-15,01,桐生,7,5306,河内悠利,2,-1,2.3200,4,3.3900,31.0800,6,0.2167,5,1.8652
012025081507,5,2025-08-15,01,桐生,7,5402,塚越陸斗,1,-2,1.2600,6,4.4500,45.1900,1,0.2180,6,1.8652
012025081507,6,2025-08-15,01,桐生,7,5365,石村日奈,1,-2,1.8500,5,3.8600,39.2000,4,0.2020,3,1.8652
012025081508,1,2025-08-15,01,桐生,8,3441,土屋太朗,2,0,4.9200,2,0.5500,30.6000,4,0.2112,6,1.4953
012025081508,2,2025-08-15,01,桐生,8,4987,島倉都,2,0,3.9600,3,1.5100,27.2700,6,0.1779,4,1.4953
012025081508,3,2025-08-15,01,桐生,8,5320,岩崎麗子,1,-1,2.0100,5,3.4600,30.3900,5,0.1400,2,1.4953
012025081508,4,2025-08-15,01,桐生,8,3993,永井聖美,2,0,5.4700,1,0.0000,31.8200,3,0.1725,3,1.4953
012025081508,5,2025-08-15,01,桐生,8,5377,鳥居塚嶺,1,-1,2.3600,4,3.1100,38.8900,1,0.1150,1,1.4953
012025081508,6,2025-08-15,01,桐生,8,5341,山道諄也,1,-1,1.5300,6,3.9400,34.7300,2,0.1988,5,1.4953
012025081509,1,2025-08-15,01,桐生,9,4539,金子賢志,4,0,6.1700,2,1.1000,45.4500,1,0.1500,3,0.9660
012025081509,2,2025-08-15,01,桐生,9,4362,土屋智則,4,0,7.2700,1,0.0000,31.6100,5,0.1386,2,0.9660
012025081509,3,2025-08-15,01,桐生,9,4887,富澤祐作,3,-1,4.1900,6,3.0800,28.1300,6,0.1238,1,0.9660
012025081509,4,2025-08-15,01,桐生,9,3538,菊池峰晴,2,-2,4.9100,5,2.3600,33.3300,4,0.1757,6,0.9660
012025081509,5,2025-08-15,01,桐生,9,4420,津久井拓,3,-1,5.8000,3,1.4700,35.7100,3,0.1738,5,0.9660
012025081509,6,2025-08-15,01,桐生,9,5150,坂本雄紀,3,-1,5.6000,4,1.6700,39.6300,2,0.1556,4,0.9660
012025081510,1,2025-08-15,01,桐生,10,3532,柴田光,4,0,7.2300,1,0.0000,50.0000,1,0.1600,3,0.9457
012025081510,2,2025-08-15,01,桐生,10,5216,長谷川晴,3,-1,6.0800,3,1.1500,30.0800,5,0.1209,1,0.9457
012025081510,3,2025-08-15,01,桐生,10,4787,椎名豊,4,0,6.7500,2,0.4800,27.4000,6,0.1257,2,0.9457
012025081510,4,2025-08-15,01,桐生,10,5234,塚越海斗,2,-2,5.1800,5,2.0500,43.8400,2,0.1681,4,0.9457
012025081510,5,2025-08-15,01,桐生,10,3659,藤生雄人,3,-1,5.2100,4,2.0200,31.4000,4,0.1918,5,0.9457
012025081510,6,2025-08-15,01,桐生,10,3947,寺本昇平,2,-2,4.5300,6,2.7000,42.2000,3,0.2050,6,0.9457
012025081511,1,2025-08-15,01,桐生,11,4188,久田敏之,4,0,7.7500,2,0.1200,43.2800,1,0.1081,2,0.8380
012025081511,2,2025-08-15,01,桐生,11,4851,関浩哉,4,0,7.8700,1,0.0000,31.3700,5,0.1543,4,0.8380
012025081511,3,2025-08-15,01,桐生,11,4036,金田諭,3,-1,6.5700,3,1.3000,35.2500,3,0.1706,5,0.8380
012025081511,4,2025-08-15,01,桐生,11,3655,本橋克洋,3,-1,5.9000,5,1.9700,27.6800,6,0.1925,6,0.8380
012025081511,5,2025-08-15,01,桐生,11,5141,大澤風葵,4,0,6.3200,4,1.5500,42.1800,2,0.0950,1,0.8380
012025081511,6,2025-08-15,01,桐生,11,3406,中里英夫,3,-1,5.7300,6,2.1400,33.3300,4,0.1536,3,0.8380
012025081512,1,2025-08-15,01,桐生,12,4486,野村誠,4,0,5.7800,2,0.6000,39.5300,2,0.1476,3,0.8163
012025081512,2,2025-08-15,01,桐生,12,4550,石岡将太,2,-2,5.3000,4,1.0800,33.5300,5,0.1436,2,0.8163
012025081512,3,2025-08-15,01,桐生,12,3653,品川賢次,2,-2,4.0500,6,2.3300,36.9100,3,0.1833,4,0.8163
012025081512,4,2025-08-15,01,桐生,12,5213,湯淺紀香,2,-2,5.5900,3,0.7900,28.4600,6,0.2200,6,0.8163
012025081512,5,2025-08-15,01,桐生,12,4645,上村純一,3,-1,6.3800,1,0.0000,40.0000,1,0.1022,1,0.8163
012025081512,6,2025-08-15,01,桐生,12,3973,崎利仁,2,-2,4.3100,5,2.0700,36.2200,4,0.1900,5,0.8163
012025081601,1,2025-08-16,01,桐生,1,3947,寺本昇平,2,-1,4.5300,2,0.7200,42.2000,2,0.1946,4,1.4966
012025081601,2,2025-08-16,01,桐生,1,3475,橋本久和,3,0,5.2500,1,0.0000,39.3400,3,0.2006,5,1.4966
012025081601,3,2025-08-16,01,桐生,1,5320,岩崎麗子,1,-2,2.0100,5,3.2400,30.3900,5,0.1257,2,1.4966
012025081601,4,2025-08-16,01,桐生,1,5006,久保原秀,2,-1,4.4900,3,0.7600,28.8600,6,0.1887,3,1.4966
012025081601,5,2025-08-16,01,桐生,1,5377,鳥居塚嶺,1,-2,2.3600,4,2.8900,38.8900,4,0.1067,1,1.4966
012025081601,6,2025-08-16,01,桐生,1,5402,塚越陸斗,1,-2,1.2600,6,3.9900,45.1900,1,0.2029,6,1.4966
012025081602,1,2025-08-16,01,桐生,2,3406,中里英夫,3,0,5.7300,1,0.0000,33.3300,5,0.1550,4,1.5245
012025081602,2,2025-08-16,01,桐生,2,3686,鳥居塚孝,3,0,5.7100,2,0.0200,41.9400,1,0.1474,3,1.5245
012025081602,3,2025-08-16,01,桐生,2,3973,崎利仁,2,-1,4.3100,3,1.4200,36.2200,4,0.1825,5,1.5245
012025081602,4,2025-08-16,01,桐生,2,5283,植木美帆,1,-2,3.0800,5,2.6500,40.9100,2,0.1914,6,1.5245
012025081602,5,2025-08-16,01,桐生,2,5153,佐藤ほの,2,-1,4.1700,4,1.5600,27.6400,6,0.1214,1,1.5245
012025081602,6,2025-08-16,01,桐生,2,5364,金子怜央,1,-2,1.3400,6,4.3900,37.8400,3,0.1343,2,1.5245
012025081603,1,2025-08-16,01,桐生,3,3659,藤生雄人,3,0,5.2100,3,0.3900,31.4000,5,0.1833,4,1.7764
012025081603,2,2025-08-16,01,桐生,3,5150,坂本雄紀,3,0,5.6000,1,0.0000,39.6300,1,0.1590,3,1.7764
012025081603,3,2025-08-16,01,桐生,3,5306,河内悠利,2,-1,2.3200,4,3.2800,31.0800,6,0.2075,6,1.7764
012025081603,4,2025-08-16,01,桐生,3,4550,石岡将太,2,-1,5.3000,2,0.3000,33.5300,4,0.1485,2,1.7764
012025081603,5,2025-08-16,01,桐生,3,5365,石村日奈,1,-2,1.8500,5,3.7500,39.2000,2,0.2043,5,1.7764
012025081603,6,2025-08-16,01,桐生,3,5390,高橋涼夏,1,-2,1.4200,6,4.1800,34.1900,3,0.1386,1,1.7764
012025081604,1,2025-08-16,01,桐生,4,3655,本橋克洋,3,-1,5.9000,2,0.6700,27.6800,6,0.1878,6,0.6543
012025081604,2,2025-08-16,01,桐生,4,4036,金田諭,3,-1,6.5700,1,0.0000,35.2500,3,0.1700,5,0.6543
012025081604,3,2025-08-16,01,桐生,4,5070,中島航,2,-2,4.4100,6,2.1600,27.7800,5,0.1275,1,0.6543
012025081604,4,2025-08-16,01,桐生,4,4819,蜂須瑞生,2,-2,5.3200,5,1.2500,36.5000,2,0.1650,4,0.6543
012025081604,5,2025-08-16,01,桐生,4,4637,中田友也,2,-2,5.4800,4,1.0900,34.6900,4,0.1313,2,0.6543
012025081604,6,2025-08-16,01,桐生,4,4486,野村誠,4,0,5.7800,3,0.7900,39.5300,1,0.1474,3,0.6543
012025081605,1,2025-08-16,01,桐生,5,4887,富澤祐作,3,-1,4.1900,2,3.0800,28.1300,5,0.1229,1,1.9950
012025081605,2,2025-08-16,01,桐生,5,4362,土屋智則,4,0,7.2700,1,0.0000,31.6100,3,0.1360,2,1.9950
012025081605,3,2025-08-16,01,桐生,5,3827,今泉徹,2,-2,4.1100,3,3.1600,29.6300,4,0.1562,3,1.9950
012025081605,4,2025-08-16,01,桐生,5,4987,島倉都,2,-2,3.9600,4,3.3100,27.2700,6,0.1600,4,1.9950
012025081605,5,2025-08-16,01,桐生,5,5402,塚越陸斗,1,-3,1.2600,6,6.0100,45.1900,1,0.2029,6,1.9950
012025081605,6,2025-08-16,01,桐生,5,5341,山道諄也,1,-3,1.5300,5,5.7400,34.7300,2,0.1940,5,1.9950
012025081606,1,2025-08-16,01,桐生,6,4787,椎名豊,4,0,6.7500,1,0.0000,27.4000,6,0.1287,2,1.9273
012025081606,2,2025-08-16,01,桐生,6,3441,土屋太朗,2,-2,4.9200,3,1.8300,30.6000,3,0.1940,5,1.9273
012025081606,3,2025-08-16,01,桐生,6,5213,湯淺紀香,2,-2,5.5900,2,1.1600,28.4600,5,0.2056,6,1.9273
012025081606,4,2025-08-16,01,桐生,6,5320,岩崎麗子,1,-3,2.0100,5,4.7400,30.3900,4,0.1257,1,1.9273
012025081606,5,2025-08-16,01,桐生,6,5364,金子怜央,1,-3,1.3400,6,5.4100,37.8400,1,0.1343,3,1.9273
012025081606,6,2025-08-16,01,桐生,6,3652,森下勇,2,-2,3.4400,4,3.3100,32.8900,2,0.1725,4,1.9273
012025081607,1,2025-08-16,01,桐生,7,4420,津久井拓,3,0,5.8000,2,0.5800,35.7100,3,0.1778,6,1.8264
012025081607,2,2025-08-16,01,桐生,7,5153,佐藤ほの,2,-1,4.1700,4,2.2100,27.6400,6,0.1214,3,1.8264
012025081607,3,2025-08-16,01,桐生,7,4645,上村純一,3,0,6.3800,1,0.0000,40.0000,1,0.1045,1,1.8264
012025081607,4,2025-08-16,01,桐生,7,3993,永井聖美,2,-1,5.4700,3,0.9100,31.8200,5,0.1600,5,1.8264
012025081607,5,2025-08-16,01,桐生,7,5390,高橋涼夏,1,-2,1.4200,6,4.9600,34.1900,4,0.1386,4,1.8264
012025081607,6,2025-08-16,01,桐生,7,5377,鳥居塚嶺,1,-2,2.3600,5,4.0200,38.8900,2,0.1067,2,1.8264
012025081608,1,2025-08-16,01,桐生,8,5141,大澤風葵,4,0,6.3200,1,0.0000,42.1800,2,0.0960,1,1.5580
012025081608,2,2025-08-16,01,桐生,8,5283,植木美帆,1,-3,3.0800,5,3.2400,40.9100,3,0.1914,5,1.5580
012025081608,3,2025-08-16,01,桐生,8,5234,塚越海斗,2,-2,5.1800,3,1.1400,43.8400,1,0.1629,3,1.5580
012025081608,4,2025-08-16,01,桐生,8,3653,品川賢次,2,-2,4.0500,4,2.2700,36.9100,6,0.1888,4,1.5580
012025081608,5,2025-08-16,01,桐生,8,4486,野村誠,4,0,5.7800,2,0.5400,39.5300,4,0.1474,2,1.5580
012025081608,6,2025-08-16,01,桐生,8,5365,石村日奈,1,-3,1.8500,6,4.4700,39.2000,5,0.2043,6,1.5580
012025081609,1,2025-08-16,01,桐生,9,4550,石岡将太,2,-2,5.3000,3,1.0600,33.5300,6,0.1485,1,1.5311
012025081609,2,2025-08-16,01,桐生,9,3448,高山秀雄,2,-2,4.2300,5,2.1300,37.6800,3,0.1763,3,1.5311
012025081609,3,2025-08-16,01,桐生,9,4819,蜂須瑞生,2,-2,5.3200,2,1.0400,36.5000,4,0.1650,2,1.5311
012025081609,4,2025-08-16,01,桐生,9,3475,橋本久和,3,-1,5.2500,4,1.1100,39.3400,2,0.2006,5,1.5311
012025081609,5,2025-08-16,01,桐生,9,5341,山道諄也,1,-3,1.5300,6,4.8300,34.7300,5,0.1940,4,1.5311
012025081609,6,2025-08-16,01,桐生,9,3740,大澤普司,4,0,6.3600,1,0.0000,40.0000,1,0.2014,6,1.5311
012025081610,1,2025-08-16,01,桐生,10,4036,金田諭,3,-1,6.5700,2,0.1800,35.2500,3,0.1700,5,0.9491
012025081610,2,2025-08-16,01,桐生,10,4787,椎名豊,4,0,6.7500,1,0.0000,27.4000,6,0.1287,2,0.9491
012025081610,3,2025-08-16,01,桐生,10,3947,寺本昇平,2,-2,4.5300,5,2.2200,42.2000,1,0.1946,6,0.9491
012025081610,4,2025-08-16,01,桐生,10,5150,坂本雄紀,3,-1,5.6000,4,1.1500,39.6300,2,0.1590,4,0.9491
012025081610,5,2025-08-16,01,桐生,10,4887,富澤祐作,3,-1,4.1900,6,2.5600,28.1300,5,0.1229,1,0.9491
012025081610,6,2025-08-16,01,桐生,10,3406,中里英夫,3,-1,5.7300,3,1.0200,33.3300,4,0.1550,3,0.9491
012025081611,1,2025-08-16,01,桐生,11,4362,土屋智則,4,0,7.2700,1,0.0000,31.6100,4,0.1360,2,0.6411
012025081611,2,2025-08-16,01,桐生,11,3655,本橋克洋,3,-1,5.9000,3,1.3700,27.6800,6,0.1878,6,0.6411
012025081611,3,2025-08-16,01,桐生,11,4420,津久井拓,3,-1,5.8000,4,1.4700,35.7100,3,0.1778,4,0.6411
012025081611,4,2025-08-16,01,桐生,11,5141,大澤風葵,4,0,6.3200,2,0.9500,42.1800,1,0.0960,1,0.6411
012025081611,5,2025-08-16,01,桐生,11,3659,藤生雄人,3,-1,5.2100,6,2.0600,31.4000,5,0.1833,5,0.6411
012025081611,6,2025-08-16,01,桐生,11,3686,鳥居塚孝,3,-1,5.7100,5,1.5600,41.9400,2,0.1474,3,0.6411
012025081612,1,2025-08-16,01,桐生,12,4188,久田敏之,4,0,7.7500,2,0.1200,43.2800,3,0.1088,1,1.0501
012025081612,2,2025-08-16,01,桐生,12,3532,柴田光,4,0,7.2300,3,0.6400,50.0000,1,0.1577,4,1.0501
012025081612,3,2025-08-16,01,桐生,12,4539,金子賢志,4,0,6.1700,4,1.7000,45.4500,2,0.1482,3,1.0501
012025081612,4,2025-08-16,01,桐生,12,5216,長谷川晴,3,-1,6.0800,5,1.7900,30.0800,6,0.1225,2,1.0501
012025081612,5,2025-08-16,01,桐生,12,4851,関浩哉,4,0,7.8700,1,0.0000,31.3700,5,0.1588,5,1.0501
012025081612,6,2025-08-16,01,桐生,12,3538,菊池峰晴,2,-2,4.9100,6,2.9600,33.3300,4,0.1875,6,1.0501
012025082401,1,2025-08-24,01,桐生,1,4648,木村亮太,2,-1,4.5500,4,2.1600,40.3000,1,0.1491,5,0.8983
012025082401,2,2025-08-24,01,桐生,1,3156,金子良昭,2,-1,4.2300,6,2.4800,32.9200,4,0.1700,6,0.8983
012025082401,3,2025-08-24,01,桐生,1,4470,平田健之,3,0,6.7100,1,0.0000,39.5700,2,0.1189,2,0.8983
012025082401,4,2025-08-24,01,桐生,1,4733,赤井睦,2,-1,5.6900,2,1.0200,33.1400,3,0.1382,4,0.8983
012025082401,5,2025-08-24,01,桐生,1,3968,茶谷信次,3,0,5.6100,3,1.1000,28.0600,5,0.1330,3,0.8983
012025082401,6,2025-08-24,01,桐生,1,4274,長畑友輔,2,-1,4.3100,5,2.4000,23.3000,6,0.1180,1,0.8983
012025082402,1,2025-08-24,01,桐生,2,3852,澤大介,2,-1,5.1500,3,0.2200,40.6000,2,0.1440,2,0.7542
012025082402,2,2025-08-24,01,桐生,2,4740,齋藤達希,2,-1,4.1700,5,1.2000,33.3300,4,0.2055,3,0.7542
012025082402,3,2025-08-24,01,桐生,2,4752,西尾亮輔,2,-1,4.3600,4,1.0100,36.5700,3,0.2106,4,0.7542
012025082402,4,2025-08-24,01,桐生,2,4286,平田さや,3,0,5.3700,1,0.0000,29.1100,5,0.1328,1,0.7542
012025082402,5,2025-08-24,01,桐生,2,4888,金児隆太,3,0,5.3300,2,0.0400,27.2700,6,0.2214,5,0.7542
012025082402,6,2025-08-24,01,桐生,2,3461,渡邊哲也,2,-1,3.2800,6,2.0900,42.3600,1,,,0.7542
012025082403,1,2025-08-24,01,桐生,3,4289,落合直子,2,-2,6.2500,1,0.0000,36.7300,1,0.1257,1,1.2828
012025082403,2,2025-08-24,01,桐生,3,5066,鈴木孝明,2,-2,5.4000,4,0.8500,31.2900,4,0.1389,3,1.2828
012025082403,3,2025-08-24,01,桐生,3,5300,横田海人,2,-2,2.4000,6,3.8500,27.9300,6,0.1618,4,1.2828
012025082403,4,2025-08-24,01,桐生,3,5222,津田陸翔,3,-1,5.7000,3,0.5500,33.8800,3,0.1645,5,1.2828
012025082403,5,2025-08-24,01,桐生,3,3463,乙津康志,2,-2,4.9100,5,1.3400,35.2900,2,,,1.2828
012025082403,6,2025-08-24,01,桐生,3,4446,和田兼輔,4,0,5.9800,2,0.2700,29.9400,5,0.1359,2,1.2828
012025082404,1,2025-08-24,01,桐生,4,4365,盛本真輔,2,-2,4.8200,4,2.3300,25.0000,6,0.1975,5,1.3192
012025082404,2,2025-08-24,01,桐生,4,3562,山下和彦,3,-1,6.1700,3,0.9800,37.4100,1,0.1582,4,1.3192
012025082404,3,2025-08-24,01,桐生,4,4175,川尻泰輔,2,-2,4.6300,5,2.5200,33.3300,3,,,1.3192
012025082404,4,2025-08-24,01,桐生,4,4074,柳沢一,4,0,7.1500,1,0.0000,32.3200,4,0.1340,1,1.3192
012025082404,5,2025-08-24,01,桐生,4,4012,中村有裕,3,-1,6.2700,2,0.8800,33.9700,2,0.1374,2,1.3192
012025082404,6,2025-08-24,01,桐生,4,3591,後藤孝義,2,-2,3.1400,6,4.0100,29.7100,5,0.1544,3,1.3192
012025082405,1,2025-08-24,01,桐生,5,4633,森智也,2,-2,5.6800,3,0.4900,32.9500,3,0.1625,2,0.8283
012025082405,2,2025-08-24,01,桐生,5,5211,高井駿弥,2,-2,3.8900,6,2.2800,52.3800,1,0.2111,5,0.8283
012025082405,3,2025-08-24,01,桐生,5,4229,市川美宏,2,-2,4.3400,5,1.8300,27.7800,6,,,0.8283
012025082405,4,2025-08-24,01,桐生,5,4856,豊田健士,4,0,6.1700,1,0.0000,30.0700,4,0.1333,1,0.8283
012025082405,5,2025-08-24,01,桐生,5,4119,泥谷一毅,3,-1,5.9000,2,0.2700,29.8500,5,0.1853,4,0.8283
012025082405,6,2025-08-24,01,桐生,5,4191,赤羽克也,3,-1,5.2000,4,0.9700,45.0700,2,0.1720,3,0.8283
012025082406,1,2025-08-24,01,桐生,6,3556,田中信一,4,0,6.9800,1,0.0000,28.2800,4,0.1293,3,1.1825
012025082406,2,2025-08-24,01,桐生,6,4274,長畑友輔,2,-2,4.3100,4,2.6700,23.3000,6,0.1180,1,1.1825
012025082406,3,2025-08-24,01,桐生,6,5301,岩下巧斗,2,-2,3.8000,5,3.1800,28.8100,3,0.1292,2,1.1825
012025082406,4,2025-08-24,01,桐生,6,3461,渡邊哲也,2,-2,3.2800,6,3.7000,42.3600,1,,,1.1825
012025082406,5,2025-08-24,01,桐生,6,5185,加藤優弥,2,-2,5.1200,2,1.8600,27.7400,5,0.2114,5,1.1825
012025082406,6,2025-08-24,01,桐生,6,3831,安藤裕貴,2,-2,4.4900,3,2.4900,35.8100,2,0.1512,4,1.1825
012025082407,1,2025-08-24,01,桐生,7,4286,平田さや,3,-1,5.3700,4,1.3800,29.1100,6,0.1328,2,1.1459
012025082407,2,2025-08-24,01,桐生,7,4733,赤井睦,2,-2,5.6900,3,1.0600,33.1400,4,0.1382,3,1.1459
012025082407,3,2025-08-24,01,桐生,7,4225,土屋千明,4,0,6.7500,1,0.0000,29.6800,5,0.1427,5,1.1459
012025082407,4,2025-08-24,01,桐生,7,4419,原加央理,2,-2,5.3200,5,1.4300,38.3000,1,0.1409,4,1.1459
012025082407,5,2025-08-24,01,桐生,7,4289,落合直子,2,-2,6.2500,2,0.5000,36.7300,2,0.1257,1,1.1459
012025082407,6,2025-08-24,01,桐生,7,5334,樫葉新心,2,-2,3.1100,6,3.6400,33.1500,3,0.1600,6,1.1459
012025082408,1,2025-08-24,01,桐生,8,4243,西村歩,3,-1,5.7000,2,1.1700,35.0000,5,0.1522,2,1.3008
012025082408,2,2025-08-24,01,桐生,8,4752,西尾亮輔,2,-2,4.3600,5,2.5100,36.5700,3,0.2106,5,1.3008
012025082408,3,2025-08-24,01,桐生,8,4648,木村亮太,2,-2,4.5500,4,2.3200,40.3000,2,0.1491,1,1.3008
012025082408,4,2025-08-24,01,桐生,8,3463,乙津康志,2,-2,4.9100,3,1.9600,35.2900,4,,,1.3008
012025082408,5,2025-08-24,01,桐生,8,4019,笠原亮,4,0,6.8700,1,0.0000,46.8100,1,0.1736,4,1.3008
012025082408,6,2025-08-24,01,桐生,8,5313,鈴木唯央,2,-2,2.6100,6,4.2600,28.1000,6,0.1733,3,1.3008
