race_id,˜g”Ô,“o”Ô,p_win,strength,finish_rank
042025080901,1,3507,0.2530,1.000000,1
042025080901,2,3775,0.1962,0.775542,3
042025080901,3,3868,0.1978,0.781681,2
042025080901,4,3949,0.0893,0.353077,4
042025080901,5,4056,0.1104,0.436454,5
042025080901,6,5038,0.1533,0.606025,
042025080902,1,3978,0.6478,1.000000,1
042025080902,2,5100,0.0569,0.087814,6
042025080902,3,5252,0.1645,0.253964,2
042025080902,4,3742,0.0530,0.081757,3
042025080902,5,3935,0.0589,0.090956,4
042025080902,6,4329,0.0189,0.029210,5
042025080903,1,4945,0.1528,0.302134,4
042025080903,2,3662,0.1444,0.285464,6
042025080903,3,5217,0.5058,1.000000,3
042025080903,4,4306,0.1078,0.213186,2
042025080903,5,4821,0.0579,0.114512,1
042025080903,6,3502,0.0313,0.061820,5
042025080904,1,3444,0.1253,0.245519,6
042025080904,2,3713,0.5102,1.000000,1
042025080904,3,5133,0.1265,0.248001,2
042025080904,4,3202,0.0914,0.179074,4
042025080904,5,3889,0.0416,0.081527,5
042025080904,6,3813,0.1050,0.205864,3
042025080905,1,3340,0.2587,0.980973,5
042025080905,2,4850,0.2638,1.000000,1
042025080905,3,4474,0.1695,0.642540,4
042025080905,4,4640,0.2010,0.762095,2
042025080905,5,4020,0.0451,0.171073,3
042025080905,6,4452,0.0619,0.234740,6
042025080906,1,4380,0.2370,0.608923,3
042025080906,2,5301,0.1158,0.297670,4
042025080906,3,5063,0.1340,0.344322,5
042025080906,4,3868,0.1008,0.259037,2
042025080906,5,3849,0.3892,1.000000,1
042025080906,6,4162,0.0232,0.059630,6
042025080907,1,5290,0.0643,0.145310,
042025080907,2,5252,0.2142,0.483970,3
042025080907,3,3679,0.4426,1.000000,2
042025080907,4,3951,0.2481,0.560505,1
042025080907,5,3507,0.0251,0.056698,4
042025080907,6,5293,0.0056,0.012709,5
042025080908,1,3662,0.3321,0.701296,2
042025080908,2,3863,0.0950,0.200640,4
042025080908,3,5100,0.0557,0.117679,5
042025080908,4,4335,0.4736,1.000000,1
042025080908,5,3775,0.0389,0.082040,3
042025080908,6,5304,0.0046,0.009746,6
042025080909,1,4306,0.3394,1.000000,3
042025080909,2,4474,0.1685,0.496475,2
042025080909,3,3935,0.1212,0.356975,4
042025080909,4,3813,0.2532,0.746033,5
042025080909,5,3949,0.0242,0.071315,6
042025080909,6,4086,0.0934,0.275227,1
042025080910,1,5096,0.4335,1.000000,1
042025080910,2,4056,0.0832,0.191914,4
042025080910,3,3978,0.2543,0.586652,2
042025080910,4,4821,0.0819,0.188896,3
042025080910,5,4850,0.0673,0.155248,
042025080910,6,3713,0.0797,0.183952,
042025080911,1,5217,0.7087,1.000000,1
042025080911,2,4640,0.1353,0.190966,3
042025080911,3,4162,0.0324,0.045781,4
042025080911,4,4329,0.0314,0.044270,2
042025080911,5,5038,0.0765,0.107987,5
042025080911,6,3202,0.0157,0.022104,
042025080912,1,3849,0.7016,1.000000,1
042025080912,2,3742,0.0491,0.070011,4
042025080912,3,3502,0.0685,0.097585,6
042025080912,4,4452,0.0794,0.113145,3
042025080912,5,3951,0.0833,0.118719,5
042025080912,6,5133,0.0182,0.025875,2
042025081001,1,4020,0.3157,1.000000,1
042025081001,2,5063,0.2180,0.690597,4
042025081001,3,4452,0.3032,0.960441,3
042025081001,4,3949,0.0646,0.204498,5
042025081001,5,3868,0.0869,0.275208,2
042025081001,6,5293,0.0116,0.036736,6
042025081002,1,4335,0.8109,1.000000,1
042025081002,2,4945,0.0660,0.081394,4
042025081002,3,4380,0.0494,0.060918,2
042025081002,4,3889,0.0399,0.049199,3
042025081002,5,4329,0.0233,0.028764,5
042025081002,6,3444,0.0104,0.012860,6
042025081003,1,4056,0.1897,0.354205,1
042025081003,2,3340,0.0965,0.180113,5
042025081003,3,3849,0.5356,1.000000,2
042025081003,4,5252,0.1244,0.232216,3
042025081003,5,5290,0.0138,0.025694,6
042025081003,6,4306,0.0401,0.074950,4
042025081004,1,3502,0.2211,0.668110,4
042025081004,2,3978,0.3309,1.000000,1
042025081004,3,3662,0.0998,0.301579,5
042025081004,4,4086,0.2550,0.770575,2
042025081004,5,5304,0.0061,0.018503,6
042025081004,6,3713,0.0872,0.263619,3
042025081005,1,3742,0.2333,0.698825,1
042025081005,2,5038,0.3338,1.000000,5
042025081005,3,3863,0.0973,0.291478,6
042025081005,4,4821,0.1533,0.459252,2
042025081005,5,4640,0.1424,0.426491,3
042025081005,6,5063,0.0399,0.119608,4
042025081006,1,5133,0.3595,1.000000,1
042025081006,2,4162,0.0683,0.189881,6
042025081006,3,3868,0.0975,0.271277,2
042025081006,4,3935,0.1230,0.342264,3
042025081006,5,3679,0.2872,0.798900,4
042025081006,6,4850,0.0645,0.179365,5
042025081007,1,4474,0.2496,0.467190,2
042025081007,2,4335,0.5344,1.000000,1
042025081007,3,5301,0.0502,0.093877,5
042025081007,4,5096,0.1446,0.270615,4
042025081007,5,5293,0.0090,0.016764,6
042025081007,6,5100,0.0123,0.022957,3
042025081008,1,4452,0.3749,0.806918,1
042025081008,2,5290,0.0351,0.075543,3
042025081008,3,3202,0.0933,0.200734,4
042025081008,4,5217,0.4646,1.000000,2
042025081008,5,3444,0.0277,0.059568,5
042025081008,6,5304,0.0044,0.009540,6
042025081009,1,3889,0.2056,0.744074,3
042025081009,2,4306,0.2764,1.000000,1
042025081009,3,4020,0.0868,0.314082,6
042025081009,4,3863,0.0793,0.286904,5
042025081009,5,3978,0.2410,0.872069,2
042025081009,6,3951,0.1109,0.401196,4
042025081010,1,4086,0.4798,1.000000,2
042025081010,2,4821,0.1115,0.232393,4
042025081010,3,4945,0.0504,0.105068,6
042025081010,4,3849,0.3243,0.675917,1
042025081010,5,3507,0.0194,0.040509,3
042025081010,6,3775,0.0146,0.030481,5
042025081011,1,3813,0.6147,1.000000,1
042025081011,2,4640,0.1796,0.292183,4
042025081011,3,3502,0.0871,0.141778,2
042025081011,4,4162,0.0323,0.052629,5
042025081011,5,3340,0.0370,0.060268,6
042025081011,6,5096,0.0492,0.080068,3
042025081012,1,3679,0.6833,1.000000,1
042025081012,2,5252,0.1115,0.163182,5
042025081012,3,5038,0.1070,0.156661,2
042025081012,4,3662,0.0649,0.094988,3
042025081012,5,5301,0.0198,0.029004,6
042025081012,6,4380,0.0134,0.019632,4
042025081101,1,5290,0.1757,0.612705,6
042025081101,2,4380,0.2493,0.869401,2
042025081101,3,3775,0.1642,0.572464,3
042025081101,4,3662,0.2868,1.000000,1
042025081101,5,4162,0.0655,0.228292,4
042025081101,6,3863,0.0586,0.204251,5
042025081102,1,3889,0.1983,0.608272,2
042025081102,2,4056,0.1293,0.396549,4
042025081102,3,5096,0.2654,0.814336,1
042025081102,4,3742,0.0757,0.232112,3
042025081102,5,4335,0.3259,1.000000,5
042025081102,6,5304,0.0054,0.016700,6
042025081103,1,5252,0.3941,1.000000,1
042025081103,2,3502,0.1347,0.341778,3
042025081103,3,3202,0.0621,0.157454,4
042025081103,4,5038,0.1245,0.315859,5
042025081103,5,3849,0.2802,0.710981,2
042025081103,6,5293,0.0044,0.011052,6
042025081104,1,3507,0.2315,0.950510,5
042025081104,2,4821,0.2033,0.834581,4
042025081104,3,3935,0.1435,0.588953,2
042025081104,4,4306,0.1615,0.663105,1
042025081104,5,3978,0.2436,1.000000,3
042025081104,6,3949,0.0167,0.068442,6
042025081105,1,4452,0.3924,1.000000,1
042025081105,2,4474,0.1198,0.305329,2
042025081105,3,3868,0.0604,0.153839,6
042025081105,4,3679,0.2850,0.726270,3
042025081105,5,4086,0.1276,0.325055,4
042025081105,6,4329,0.0149,0.037867,5
042025081106,1,3775,0.2382,0.755924,2
042025081106,2,3444,0.0802,0.254543,6
042025081106,3,5133,0.1348,0.427794,5
042025081106,4,3813,0.3151,1.000000,1
042025081106,5,3951,0.1993,0.632608,3
042025081106,6,4945,0.0324,0.102730,4
042025081107,1,5063,0.2143,0.623292,1
042025081107,2,4640,0.2079,0.604653,2
042025081107,3,4056,0.0804,0.233849,6
042025081107,4,4380,0.0634,0.184447,5
042025081107,5,5217,0.3439,1.000000,3
042025081107,6,3713,0.0900,0.261746,4
042025081108,1,3202,0.5142,1.000000,1
042025081108,2,3742,0.1624,0.315867,3
042025081108,3,5301,0.0986,0.191733,6
042025081108,4,5100,0.0709,0.137946,2
042025081108,5,3863,0.0635,0.123507,5
042025081108,6,4850,0.0903,0.175648,4
042025081109,1,3662,0.4473,1.000000,1
042025081109,2,3935,0.1890,0.422585,6
042025081109,3,4020,0.0910,0.203458,4
042025081109,4,3889,0.0755,0.168859,3
042025081109,5,5038,0.1628,0.364052,2
042025081109,6,3340,0.0343,0.076626,5
042025081110,1,4335,0.6789,1.000000,1
042025081110,2,4086,0.1963,0.289086,2
042025081110,3,4306,0.0573,0.084361,6
042025081110,4,3868,0.0326,0.048046,5
042025081110,5,3502,0.0280,0.041306,3
042025081110,6,3507,0.0069,0.010198,4
042025081111,1,3849,0.6362,1.000000,1
042025081111,2,3978,0.1762,0.276947,2
042025081111,3,3813,0.0854,0.134168,4
042025081111,4,5096,0.0571,0.089755,6
042025081111,5,4821,0.0283,0.044438,5
042025081111,6,5252,0.0169,0.026601,3
042025081112,1,5217,0.6475,1.000000,2
042025081112,2,3951,0.1199,0.185213,5
042025081112,3,3679,0.1448,0.223579,3
042025081112,4,5133,0.0338,0.052234,4
042025081112,5,4640,0.0352,0.054302,1
042025081112,6,4452,0.0189,0.029115,6
042025081201,1,3863,0.3494,0.787091,2
042025081201,2,5038,0.4439,1.000000,3
042025081201,3,3444,0.0863,0.194434,1
042025081201,4,5304,0.0276,0.062281,5
042025081201,5,4020,0.0787,0.177402,4
042025081201,6,5290,0.0140,0.031546,6
042025081202,1,3340,0.4017,1.000000,4
042025081202,2,5100,0.0990,0.246373,6
042025081202,3,3868,0.1386,0.345134,3
042025081202,4,5252,0.2695,0.670877,1
042025081202,5,5293,0.0193,0.048153,5
042025081202,6,3662,0.0719,0.179131,2
042025081203,1,4452,0.5491,1.000000,1
042025081203,2,4306,0.2080,0.378744,4
042025081203,3,4474,0.1161,0.211370,2
042025081203,4,4945,0.0662,0.120504,3
042025081203,5,5301,0.0337,0.061394,6
042025081203,6,5063,0.0270,0.049149,5
042025081204,1,4162,0.2304,0.666151,1
042025081204,2,4380,0.1332,0.385245,6
042025081204,3,4329,0.0874,0.252811,4
042025081204,4,3507,0.0701,0.202737,2
042025081204,5,3679,0.3458,1.000000,5
042025081204,6,3713,0.1331,0.384751,3
042025081205,1,5096,0.6390,1.000000,1
042025081205,2,3444,0.0488,0.076312,6
042025081205,3,5038,0.1631,0.255189,3
042025081205,4,5133,0.0822,0.128643,2
042025081205,5,3502,0.0568,0.088864,4
042025081205,6,3949,0.0101,0.015842,5
042025081206,1,4020,0.3380,0.943022,5
042025081206,2,4821,0.1676,0.467546,4
042025081206,3,3340,0.0962,0.268302,2
042025081206,4,3813,0.3584,1.000000,1
042025081206,5,5100,0.0336,0.093847,3
042025081206,6,5304,0.0063,0.017480,6
042025081207,1,5301,0.3026,0.793143,1
042025081207,2,3863,0.1160,0.303949,4
042025081207,3,3951,0.3815,1.000000,2
042025081207,4,4056,0.1275,0.334100,5
042025081207,5,4945,0.0631,0.165431,3
042025081207,6,5293,0.0094,0.024573,6
042025081208,1,4329,0.3786,1.000000,1
042025081208,2,5063,0.2264,0.597897,2
042025081208,3,5290,0.0488,0.128955,6
042025081208,4,4162,0.0842,0.222291,3
042025081208,5,4474,0.1501,0.396516,5
042025081208,6,4850,0.1119,0.295511,4
042025081209,1,3662,0.5628,1.000000,2
042025081209,2,3775,0.1069,0.189880,1
042025081209,3,3742,0.0942,0.167384,3
042025081209,4,3935,0.1398,0.248451,6
042025081209,5,3202,0.0681,0.121016,4
042025081209,6,3889,0.0283,0.050241,5
042025081210,1,3502,0.3599,1.000000,2
042025081210,2,3813,0.3499,0.972324,1
042025081210,3,3507,0.0521,0.144858,5
042025081210,4,3868,0.0847,0.235251,3
042025081210,5,4306,0.0853,0.236992,4
042025081210,6,5096,0.0682,0.189453,6
042025081211,1,3679,0.6802,1.000000,1
042025081211,2,5252,0.0908,0.133528,3
042025081211,3,5133,0.0453,0.066660,4
042025081211,4,3951,0.1275,0.187500,2
042025081211,5,4821,0.0321,0.047243,6
042025081211,6,4452,0.0239,0.035155,5
042025081212,1,3849,0.5451,1.000000,1
042025081212,2,4335,0.2114,0.387895,2
042025081212,3,4640,0.0487,0.089313,5
042025081212,4,5217,0.1254,0.230143,3
042025081212,5,4086,0.0420,0.077082,4
042025081212,6,3978,0.0273,0.050173,6
042025081601,1,4103,0.2724,0.686908,1
042025081601,2,4758,0.3966,1.000000,2
042025081601,3,2538,0.0522,0.131540,5
042025081601,4,3377,0.0740,0.186585,3
042025081601,5,4560,0.1607,0.405073,4
042025081601,6,4895,0.0441,0.111196,
042025081602,1,4759,0.7496,1.000000,1
042025081602,2,3656,0.0783,0.104440,2
042025081602,3,3207,0.0271,0.036215,6
042025081602,4,5133,0.0744,0.099244,4
042025081602,5,3385,0.0531,0.070800,3
042025081602,6,3596,0.0174,0.023267,5
042025081603,1,4676,0.3214,1.000000,3
042025081603,2,5044,0.2510,0.780737,1
042025081603,3,4104,0.1156,0.359759,4
042025081603,4,5135,0.1344,0.418087,6
042025081603,5,3808,0.0418,0.130029,5
042025081603,6,4688,0.1358,0.422459,2
042025081604,1,3880,0.2166,0.660682,5
042025081604,2,4608,0.2541,0.775137,3
042025081604,3,4702,0.3278,1.000000,1
042025081604,4,3072,0.0638,0.194544,
042025081604,5,3940,0.1356,0.413811,2
042025081604,6,4854,0.0021,0.006409,4
042025081605,1,4944,0.2326,0.708352,3
042025081605,2,4769,0.2223,0.676933,1
042025081605,3,4297,0.3283,1.000000,4
042025081605,4,3505,0.1156,0.351951,2
042025081605,5,5035,0.0733,0.223240,5
042025081605,6,4128,0.0280,0.085256,6
042025081606,1,4863,0.3433,1.000000,2
042025081606,2,3966,0.3196,0.930838,1
042025081606,3,4505,0.2551,0.743086,4
042025081606,4,3467,0.0525,0.152768,5
042025081606,5,2538,0.0210,0.061240,3
042025081606,6,4940,0.0084,0.024575,6
042025081607,1,3207,0.1678,0.679554,2
042025081607,2,4286,0.2257,0.914226,4
042025081607,3,4758,0.2118,0.857852,1
042025081607,4,4891,0.1433,0.580526,5
042025081607,5,4825,0.2469,1.000000,3
042025081607,6,5415,0.0046,0.018595,6
042025081608,1,5044,0.4307,1.000000,1
042025081608,2,4883,0.1172,0.272179,4
042025081608,3,3859,0.0535,0.124219,5
042025081608,4,4939,0.3561,0.826770,2
042025081608,5,4103,0.0262,0.060934,6
042025081608,6,5047,0.0162,0.037568,3
042025081609,1,3800,0.6141,1.000000,2
042025081609,2,3596,0.1022,0.166413,4
042025081609,3,3377,0.0498,0.081068,5
042025081609,4,4104,0.0908,0.147916,1
042025081609,5,4169,0.0464,0.075505,6
042025081609,6,4702,0.0967,0.157448,3
042025081610,1,4769,0.5759,1.000000,1
042025081610,2,4895,0.1047,0.181795,3
042025081610,3,3880,0.0594,0.103095,5
042025081610,4,3385,0.1317,0.228746,6
042025081610,5,5135,0.0574,0.099597,4
042025081610,6,3792,0.0710,0.123329,2
042025081611,1,4505,0.6312,1.000000,1
042025081611,2,5133,0.0963,0.152546,2
042025081611,3,3505,0.0740,0.117207,6
042025081611,4,4560,0.1167,0.184809,3
042025081611,5,4676,0.0315,0.049828,5
042025081611,6,4608,0.0504,0.079885,4
042025081612,1,4939,0.5131,1.000000,1
042025081612,2,3940,0.1469,0.286391,3
042025081612,3,4688,0.1341,0.261303,2
042025081612,4,4759,0.1133,0.220885,4
042025081612,5,3966,0.0523,0.102031,5
042025081612,6,4297,0.0403,0.078493,6
042025081701,1,4940,0.1690,0.358317,
042025081701,2,3859,0.1784,0.378161,4
042025081701,3,3792,0.4718,1.000000,1
042025081701,4,4854,0.0118,0.024996,3
042025081701,5,4128,0.0991,0.210068,5
042025081701,6,3656,0.0699,0.148099,2
042025081702,1,3940,0.7773,1.000000,1
042025081702,2,4169,0.0648,0.083425,5
042025081702,3,3467,0.0424,0.054536,4
042025081702,4,5047,0.0425,0.054720,2
042025081702,5,4891,0.0567,0.072905,6
042025081702,6,3808,0.0163,0.020961,3
042025081703,1,3385,0.4239,1.000000,2
042025081703,2,4505,0.2261,0.533323,1
042025081703,3,4883,0.0803,0.189301,6
042025081703,4,4944,0.0563,0.132847,4
042025081703,5,4702,0.1715,0.404485,3
042025081703,6,4758,0.0419,0.098899,5
042025081704,1,5035,0.4056,1.000000,3
042025081704,2,4759,0.3453,0.851325,2
042025081704,3,4286,0.1386,0.341771,1
042025081704,4,4103,0.0462,0.113864,6
042025081704,5,3072,0.0393,0.096862,5
042025081704,6,4676,0.0250,0.061633,4
042025081705,1,3596,0.2835,0.693419,1
042025081705,2,4688,0.4089,1.000000,2
042025081705,3,4560,0.1806,0.441722,5
042025081705,4,3880,0.0568,0.138912,3
042025081705,5,4863,0.0667,0.163206,4
042025081705,6,5415,0.0034,0.008429,6
042025081706,1,4104,0.2739,0.785717,1
042025081706,2,4825,0.3487,1.000000,5
042025081706,3,4608,0.1950,0.559379,2
042025081706,4,4940,0.0198,0.056888,6
042025081706,5,4895,0.0425,0.121757,3
042025081706,6,4939,0.1201,0.344433,4
042025081707,1,3859,0.2279,0.687660,6
042025081707,2,2538,0.0432,0.130309,3
042025081707,3,3940,0.3314,1.000000,2
042025081707,4,4769,0.2154,0.650107,1
042025081707,5,3800,0.1659,0.500568,4
042025081707,6,3207,0.0163,0.049149,5
042025081708,1,5135,0.3871,0.898945,1
042025081708,2,3467,0.0760,0.176458,5
042025081708,3,4854,0.0069,0.016037,6
042025081708,4,4297,0.4307,1.000000,2
042025081708,5,5133,0.0799,0.185646,3
042025081708,6,3377,0.0194,0.044944,4
042025081709,1,3072,0.3021,1.000000,2
042025081709,2,3505,0.1812,0.599876,4
042025081709,3,4169,0.0811,0.268558,6
042025081709,4,3792,0.2641,0.874162,1
042025081709,5,4883,0.0758,0.250834,5
042025081709,6,3966,0.0956,0.316459,3
042025081710,1,4702,0.6518,1.000000,4
042025081710,2,4128,0.0556,0.085251,5
042025081710,3,4891,0.0676,0.103735,6
042025081710,4,5044,0.1077,0.165159,1
042025081710,5,4759,0.0955,0.146509,2
042025081710,6,4863,0.0218,0.033476,3
042025081711,1,4560,0.5083,1.000000,1
042025081711,2,4944,0.0605,0.119006,3
042025081711,3,4939,0.3166,0.622892,2
042025081711,4,3808,0.0400,0.078779,6
042025081711,5,3656,0.0406,0.079805,5
042025081711,6,4286,0.0339,0.066734,4
042025081712,1,4688,0.6574,1.000000,1
042025081712,2,5047,0.0318,0.048338,6
042025081712,3,5035,0.0549,0.083457,3
042025081712,4,4825,0.1533,0.233173,2
042025081712,5,4505,0.0654,0.099434,5
042025081712,6,3800,0.0373,0.056701,4
042025081801,1,5133,0.5059,1.000000,1
042025081801,2,3385,0.1795,0.354766,6
042025081801,3,4103,0.0543,0.107372,3
042025081801,4,3596,0.0906,0.179122,2
042025081801,5,3505,0.0691,0.136577,5
042025081801,6,4759,0.1007,0.199000,4
042025081802,1,4297,0.7473,1.000000,1
042025081802,2,3072,0.0549,0.073442,2
042025081802,3,4895,0.0621,0.083068,5
042025081802,4,3656,0.0763,0.102035,4
042025081802,5,4758,0.0573,0.076740,3
042025081802,6,5415,0.0021,0.002861,6
042025081803,1,5047,0.2443,0.598823,2
042025081803,2,4702,0.4079,1.000000,5
042025081803,3,5135,0.1202,0.294622,1
042025081803,4,4286,0.1631,0.399900,3
042025081803,5,4944,0.0429,0.105229,4
042025081803,6,3859,0.0216,0.052983,6
042025081804,1,3377,0.1878,0.507706,4
042025081804,2,3792,0.3699,1.000000,3
042025081804,3,3808,0.0698,0.188677,6
042025081804,4,4608,0.2649,0.716197,1
042025081804,5,4104,0.0664,0.179618,2
042025081804,6,5035,0.0410,0.110962,5
042025081805,1,4169,0.2175,0.644202,4
042025081805,2,4863,0.1291,0.382412,5
042025081805,3,4825,0.3376,1.000000,1
042025081805,4,3940,0.2790,0.826484,3
042025081805,5,4854,0.0038,0.011198,2
042025081805,6,4883,0.0330,0.097649,6
042025081806,1,4891,0.4537,1.000000,
042025081806,2,4103,0.0667,0.147014,4
042025081806,3,3966,0.3272,0.721233,1
042025081806,4,2538,0.0338,0.074614,3
042025081806,5,5044,0.1100,0.242437,2
042025081806,6,4940,0.0086,0.018984,5
042025081807,1,4128,0.2336,0.490597,3
042025081807,2,4939,0.4761,1.000000,2
042025081807,3,4769,0.1697,0.356454,1
042025081807,4,4676,0.0746,0.156701,5
042025081807,5,5415,0.0055,0.011606,6
042025081807,6,3385,0.0404,0.084870,4
042025081808,1,4286,0.4595,1.000000,2
042025081808,2,3880,0.0694,0.151133,4
042025081808,3,5133,0.1103,0.240029,1
042025081808,4,4688,0.3216,0.699992,3
042025081808,5,3207,0.0238,0.051802,5
042025081808,6,3467,0.0153,0.033361,6
042025081809,1,4895,0.3009,0.952240,3
042025081809,2,3377,0.0651,0.206146,6
042025081809,3,4759,0.3159,1.000000,1
042025081809,4,3800,0.2248,0.711398,2
042025081809,5,5047,0.0322,0.102027,4
042025081809,6,4560,0.0611,0.193282,5
042025081810,1,3505,0.2803,0.833218,2
042025081810,2,4297,0.3364,1.000000,3
042025081810,3,4863,0.0828,0.246129,6
042025081810,4,4505,0.1828,0.543475,1
042025081810,5,4608,0.1011,0.300610,4
042025081810,6,4944,0.0167,0.049525,5
042025081811,1,3792,0.5871,1.000000,1
042025081811,2,5135,0.0894,0.152316,2
042025081811,3,5044,0.1148,0.195549,3
042025081811,4,4758,0.1118,0.190408,6
042025081811,5,3596,0.0335,0.057071,4
042025081811,6,3940,0.0633,0.107898,5
042025081812,1,3966,0.4865,1.000000,1
042025081812,2,4104,0.0730,0.150046,5
042025081812,3,3656,0.0611,0.125535,2
042025081812,4,4702,0.2290,0.470783,3
042025081812,5,4769,0.0782,0.160678,6
042025081812,6,4825,0.0723,0.148616,4
042025081901,1,4854,0.0347,0.082288,4
042025081901,2,3808,0.1114,0.263799,1
042025081901,3,4608,0.4222,1.000000,3
042025081901,4,3207,0.0724,0.171463,5
042025081901,5,4297,0.3537,0.837617,2
042025081901,6,5415,0.0056,0.013271,6
042025081902,1,4688,0.7917,1.000000,1
042025081902,2,4891,0.0743,0.093850,4
042025081902,3,4676,0.0530,0.066886,2
042025081902,4,4169,0.0394,0.049790,5
042025081902,5,3859,0.0218,0.027534,6
042025081902,6,5035,0.0199,0.025105,3
042025081903,1,4883,0.3873,1.000000,5
042025081903,2,3966,0.2925,0.755197,1
042025081903,3,3072,0.0781,0.201627,4
042025081903,4,5135,0.1132,0.292188,2
042025081903,5,4104,0.0530,0.136840,6
042025081903,6,4505,0.0760,0.196207,3
042025081904,1,3467,0.2582,0.983525,2
042025081904,2,4560,0.2625,1.000000,3
042025081904,3,4128,0.1106,0.421317,6
042025081904,4,5044,0.2494,0.949860,1
042025081904,5,4286,0.1095,0.416970,4
042025081904,6,4940,0.0098,0.037152,5
042025081905,1,3656,0.3576,1.000000,5
042025081905,2,3800,0.2139,0.597962,3
042025081905,3,3596,0.0805,0.225083,6
042025081905,4,4769,0.2020,0.564696,1
042025081905,5,3792,0.1323,0.370033,2
042025081905,6,4103,0.0137,0.038269,4
042025081906,1,2538,0.1555,0.287707,5
042025081906,2,4759,0.5406,1.000000,3
042025081906,3,5047,0.1063,0.196653,4
042025081906,4,4863,0.1573,0.290979,1
042025081906,5,5415,0.0094,0.017410,6
042025081906,6,3880,0.0308,0.057003,2
042025081907,1,4758,0.5587,1.000000,1
042025081907,2,4854,0.0073,0.013073,3
042025081907,3,4944,0.0716,0.128088,4
042025081907,4,5133,0.1117,0.200018,6
042025081907,5,4939,0.2297,0.411203,2
042025081907,6,4169,0.0210,0.037575,5
042025081908,1,4825,0.7277,1.000000,1
042025081908,2,3207,0.0282,0.038764,5
042025081908,3,3385,0.0827,0.113610,2
042025081908,4,3966,0.1273,0.174873,3
042025081908,5,3377,0.0149,0.020442,4
042025081908,6,4891,0.0192,0.026427,6
042025081909,1,3808,0.1908,0.497541,4
042025081909,2,3940,0.3123,0.814388,1
042025081909,3,4702,0.3835,1.000000,2
042025081909,4,3859,0.0543,0.141589,3
042025081909,5,3467,0.0255,0.066450,6
042025081909,6,3505,0.0336,0.087505,5
042025081910,1,4608,0.5311,1.000000,1
042025081910,2,3072,0.0549,0.103454,5
042025081910,3,3792,0.2239,0.421564,2
042025081910,4,4895,0.0551,0.103762,4
042025081910,5,4688,0.1198,0.225561,3
042025081910,6,4128,0.0152,0.028674,
042025081911,1,4297,0.7413,1.000000,1
042025081911,2,5035,0.0625,0.084316,2
042025081911,3,4560,0.0964,0.129974,5
042025081911,4,4883,0.0625,0.084261,3
042025081911,5,2538,0.0082,0.011072,6
042025081911,6,4769,0.0291,0.039270,4
042025081912,1,4939,0.7195,1.000000,1
042025081912,2,4676,0.0403,0.055955,3
042025081912,3,3800,0.0945,0.131282,6
042025081912,4,4505,0.1109,0.154091,2
042025081912,5,3880,0.0142,0.019728,4
042025081912,6,5044,0.0207,0.028747,5
042025082001,1,3656,0.4549,1.000000,1
042025082001,2,4863,0.1496,0.328840,5
042025082001,3,4891,0.1470,0.323020,2
042025082001,4,3505,0.1467,0.322448,3
042025082001,5,3385,0.0974,0.214140,4
042025082001,6,5415,0.0044,0.009650,6
042025082002,1,4854,0.0537,0.111523,3
042025082002,2,4676,0.2497,0.518384,1
042025082002,3,4103,0.1281,0.265949,2
042025082002,4,3800,0.4816,1.000000,5
042025082002,5,3377,0.0682,0.141555,6
042025082002,6,4940,0.0187,0.038851,4
042025082003,1,4702,0.6299,1.000000,4
042025082003,2,4758,0.1249,0.198258,2
042025082003,3,5044,0.0956,0.151813,6
042025082003,4,5035,0.0621,0.098655,3
042025082003,5,3596,0.0258,0.040912,5
042025082003,6,4688,0.0616,0.097823,1
042025082004,1,4286,0.3326,1.000000,1
042025082004,2,4825,0.2648,0.796214,3
042025082004,3,4608,0.1731,0.520642,2
042025082004,4,4128,0.0539,0.162165,6
042025082004,5,4939,0.1640,0.493181,5
042025082004,6,5047,0.0116,0.034818,4
042025082005,1,3207,0.1454,0.364522,5
042025082005,2,4895,0.1118,0.280149,6
042025082005,3,5135,0.1397,0.350307,1
042025082005,4,4297,0.3989,1.000000,4
042025082005,5,4769,0.1228,0.307710,3
042025082005,6,3966,0.0814,0.204007,2
042025082006,1,4104,0.4235,1.000000,6
042025082006,2,5133,0.1438,0.339569,1
042025082006,3,2538,0.0345,0.081463,5
042025082006,4,4505,0.2791,0.659002,2
042025082006,5,3880,0.0361,0.085174,3
042025082006,6,3792,0.0830,0.196079,4
042025082007,1,3859,0.2250,0.651366,1
042025082007,2,3072,0.1021,0.295606,4
042025082007,3,3656,0.1227,0.355186,2
042025082007,4,4759,0.3455,1.000000,3
042025082007,5,3940,0.1803,0.521800,5
042025082007,6,4169,0.0245,0.070803,6
042025082008,1,3800,0.6038,1.000000,1
042025082008,2,3596,0.0922,0.152634,4
042025082008,3,3808,0.0620,0.102765,6
042025082008,4,4560,0.1677,0.277743,5
042025082008,5,4863,0.0535,0.088577,2
042025082008,6,4944,0.0208,0.034450,3
042025082009,1,3505,0.5158,1.000000,6
042025082009,2,4883,0.1605,0.311164,1
042025082009,3,5035,0.1601,0.310317,2
042025082009,4,5047,0.0757,0.146725,3
042025082009,5,4676,0.0661,0.128220,5
042025082009,6,3467,0.0217,0.042131,4
042025082010,1,3966,0.3875,1.000000,2
042025082010,2,4939,0.2309,0.595875,3
042025082010,3,4297,0.1757,0.453509,6
042025082010,4,4608,0.1216,0.313827,4
042025082010,5,4758,0.0411,0.106185,1
